NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
42507028715;BCO03TIB0000000001;AG040504;036128952598122398190;01-01-2025 12:46:13;03;MZN;61832.53;61832.53;1140.97;290884206463931849267;863718228
22131299777;BCO03TIB0000000002;AG011507;033087686187380615444;24-01-2025 11:46:22;03;MZN;7134.71;7134.71;66.88;126228851294606300234;867257289
23598287387;BCO03TIB0000000003;AG031406;035952468738054470438;27-03-2025 10:17:15;01;MZN;552030.48;552030.48;3774.51;224224532291692020196;828722409
40917167993;BCO03TIB0000000004;AG080408;036924796049525593286;14-08-2025 10:53:17;02;MZN;288917.07;288917.07;4366.24;115699853807144264627;856174622
30616655141;BCO03TIB0000000005;AG051002;037000187625744369739;05-04-2025 09:48:53;02;MZN;10470.80;10470.80;138.27;156093611271522158091;864213775
94451872711;BCO03TIB0000000006;AG100203;036485731458726855138;05-05-2025 15:51:39;03;MZN;424244.39;424244.39;6393.68;049770268415604634150;843937000
96170932526;BCO03TIB0000000007;AG070407;034444850504749572414;03-01-2025 13:38:31;02;MZN;36065.74;36065.74;385.23;301192426346260740644;878920108
17015880309;BCO03TIB0000000008;AG070202;035766116630993078119;15-04-2025 11:07:02;03;MZN;10976.70;10976.70;181.59;820244295718824140897;874480069
55710471317;BCO03TIB0000000009;AG030805;038607842537627750112;13-11-2025 08:26:29;01;USD;238276.37;3782.16;233.90;046776801316370279836;857030298
91350941560;BCO03TIB0000000010;AG031803;038215448537966571717;10-03-2025 16:39:20;02;MZN;33917.87;33917.87;482.83;814964866197865834887;874317274
07509672082;BCO03TIB0000000011;AG100408;036375486232421588493;10-08-2025 15:06:50;01;MZN;37387.11;37387.11;130.91;576371877882794210305;875303286
77610701863;BCO03TIB0000000012;AG030707;039576076031454450867;29-04-2025 10:32:07;02;MZN;142440.17;142440.17;946.18;544805560773471576805;853207840
09297929495;BCO03TIB0000000013;AG011609;033169711798438373197;09-03-2025 12:15:34;01;MZN;50997.16;50997.16;306.59;524946644270826095233;843026371
92789298866;BCO03TIB0000000014;AG090208;030013406051698547282;22-11-2025 09:56:16;03;MZN;608437.08;608437.08;10959.16;815143289436811958178;866912623
29938107763;BCO03TIB0000000015;AG100403;034142742530923254590;12-02-2025 11:39:03;02;MZN;55865.68;55865.68;191.68;496275279549673487150;827130144
83164991182;BCO03TIB0000000016;AG021503;037998726510421234797;28-12-2025 14:14:34;03;MZN;14328.88;14328.88;228.30;017452909980893294341;863379774
87101210238;BCO03TIB0000000017;AG020208;032973781522436927200;10-04-2025 16:54:29;01;MZN;2084226.40;2084226.40;20954.17;339427193005294553572;844014169
60082118990;BCO03TIB0000000018;AG070209;031009557257941767055;02-12-2025 16:51:09;01;MZN;11663.78;11663.78;32.43;951694619841946672843;857793180
89712865760;BCO03TIB0000000019;AG040805;032191576885197673002;25-02-2025 12:39:17;01;MZN;3022308.34;3022308.34;10999.98;908386084526957021216;872824368
65589459669;BCO03TIB0000000020;AG031709;031858079679616006075;08-08-2025 14:58:37;01;MZN;231265.82;231265.82;1597.21;736486689127085458316;854478071
91693630101;BCO03TIB0000000021;AG031201;033485541377329967874;09-08-2025 11:04:38;03;MZN;56745.03;56745.03;602.78;530532271878486617855;877149888
06619716445;BCO03TIB0000000022;AG020301;036014658826356454804;25-07-2025 13:37:07;03;MZN;28903.47;28903.47;424.76;640323114635173978633;862812738
77155164664;BCO03TIB0000000023;AG071306;030984123517957708984;24-06-2025 11:51:20;01;USD;1186954.63;18840.55;10301.42;421328558456475925838;821733574
72351946951;BCO03TIB0000000024;AG070901;036397989953131148435;14-07-2025 10:47:44;03;MZN;47793.75;47793.75;207.76;481293499988421631555;868160893
83808426626;BCO03TIB0000000025;AG031809;037603694267693965814;01-05-2025 10:40:36;03;MZN;516284.13;516284.13;6911.17;697793341822091439197;870080986
87101210238;BCO03TIB0000000026;AG020208;032973781522436927200;23-04-2025 10:12:55;02;MZN;2305769.12;2305769.12;8217.98;671954564748785867931;855239848
55020259877;BCO03TIB0000000027;AG080805;036340574084415001786;27-03-2025 15:55:59;02;MZN;2302036.93;2302036.93;44083.37;405280181310937110998;844213519
79226223411;BCO03TIB0000000028;AG021106;037180428145130357651;16-03-2025 14:23:31;01;USD;333519.67;5293.96;3258.78;056996195605556225455;821792732
12241157322;BCO03TIB0000000029;AG070707;036895137152967653739;16-07-2025 09:57:45;02;MZN;5573.51;5573.51;62.97;025084853926512659751;844164635
44108441437;BCO03TIB0000000030;AG032206;036941652789653683576;17-02-2025 16:14:02;02;MZN;131384.74;131384.74;1246.78;242236097570577962275;827342102
36346758361;BCO03TIB0000000031;AG070307;032095319901207152677;30-03-2025 16:28:32;03;MZN;86710.02;86710.02;746.54;275667790928856582554;859368228
72662297862;BCO03TIB0000000032;AG070302;038356877094290456660;11-02-2025 13:28:38;02;MZN;5950.92;5950.92;104.46;721508301134534885982;824232693
16978533026;BCO03TIB0000000033;AG031703;036294166129273968309;07-02-2025 12:34:11;03;MZN;1886.70;1886.70;6.43;952108585710862424519;848508719
25895171546;BCO03TIB0000000034;AG100607;033660283512066885288;01-03-2025 10:13:51;01;MZN;58924.81;58924.81;266.11;114340383524393513762;823158972
64362627050;BCO03TIB0000000035;AG100409;037837434832094064166;21-01-2025 13:58:38;02;USD;87104.54;1382.61;870.52;525834090341264264018;854624109
56888480062;BCO03TIB0000000036;AG061006;034980322801288347543;06-12-2025 14:11:18;01;MZN;897071.11;897071.11;12305.50;477484686433615909120;866285236
19867736190;BCO03TIB0000000037;AG070105;031206025274198390149;08-07-2025 13:41:04;02;MZN;11727.79;11727.79;161.45;794114144095919546719;861675211
18995147921;BCO03TIB0000000038;AG100707;035121423934311710686;27-08-2025 16:47:47;03;MZN;106713.09;106713.09;337.49;180395713056994131869;870523343
52294050210;BCO03TIB0000000039;AG010408;032331965377425661276;13-02-2025 13:42:26;01;MZN;10218.72;10218.72;17.59;566988153376195997259;873111029
93769028491;BCO03TIB0000000040;AG071008;033263185053284063202;18-02-2025 14:04:29;01;MZN;29065.61;29065.61;545.96;158370686288129146145;840168154
12108297209;BCO03TIB0000000041;AG031003;035446796469141084008;27-09-2025 15:58:39;01;MZN;120414.80;120414.80;1037.14;781141610843417465963;827052421
66678833557;BCO03TIB0000000042;AG071005;033097181613687468833;28-06-2025 10:26:58;01;MZN;78998.03;78998.03;493.65;874778553398004407641;859574434
50925987276;BCO03TIB0000000043;AG040409;034639128122497044203;09-10-2025 08:56:47;01;USD;871015.51;13825.64;16757.00;306571180515159171375;868559703
38663767251;BCO03TIB0000000044;AG100403;032405702673882257156;08-12-2025 14:33:30;03;ZAR;267802.04;4250.83;4235.95;875075872763329694161;825047930
32443093593;BCO03TIB0000000045;AG070208;038011438669205829020;30-12-2025 14:16:22;02;MZN;19041.30;19041.30;122.95;800832308135002468661;848079073
28044035163;BCO03TIB0000000046;AG030106;033721801900102038537;24-05-2025 15:14:52;03;MZN;42985.10;42985.10;276.08;120521699994204935665;861066798
91428211256;BCO03TIB0000000047;AG070808;034983831243964680090;10-10-2025 12:37:24;01;MZN;36683.40;36683.40;625.25;305555676842667415149;820106035
92406642918;BCO03TIB0000000048;AG090202;033674280150214690233;26-12-2025 09:34:06;01;MZN;19202.48;19202.48;296.23;329821996392021301641;822665034
69304709014;BCO03TIB0000000049;AG070808;037904695543238486483;25-09-2025 15:12:27;01;MZN;4164799.25;4164799.25;23026.47;735426429822225408158;841719800
70300330556;BCO03TIB0000000050;AG021209;033483912080647045969;05-05-2025 11:10:36;02;MZN;110932.65;110932.65;231.29;781864292299081040152;827318048
70108645584;BCO03TIB0000000051;AG031805;031389147970479778305;13-04-2025 15:25:12;01;MZN;149053.62;149053.62;1301.13;528502517509116955431;866655070
11800814927;BCO03TIB0000000052;AG070309;030867701065386431533;28-02-2025 13:07:42;01;MZN;206142.66;206142.66;1203.03;362436212822000062405;853098718
35152929727;BCO03TIB0000000053;AG070608;035989855140182462811;22-10-2025 13:10:31;03;MZN;5856.42;5856.42;28.71;012839599535411602926;821781895
80167626296;BCO03TIB0000000054;AG100403;033544892256748931844;18-05-2025 11:36:12;02;MZN;36046.63;36046.63;359.12;555132860332717540525;845509962
36801206582;BCO03TIB0000000055;AG031403;030996755226286213636;03-04-2025 11:11:39;03;MZN;3861.33;3861.33;12.30;275329448943307480865;852214504
