NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
12947568623;BCO03CRD000000530;VEN;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.5957;18.4969;24.2090;06-08-2025;61;61;3;2.9229;0.00
33084217492;BCO03CRD000001823;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.4310;28.0160;35.4793;;0;0;0;2.3464;0.00
65240862761;BCO03CRD000000187;REG;NRE;NOR;;;593129.86;593129.86;0.00;0.00;29656.49;0.00;21183.21;14.6084;19.1446;28.2494;;0;0;0;0.3189;0.00
37343193447;BCO03CRD000001673;VEN;NRE;NOR;;;977337.27;657428.44;319908.83;31990.88;48866.86;3613.49;10509.00;16.3320;24.0671;29.1653;25-08-2025;312;312;3;2.0711;0.00
04515519484;BCO03CRD000000630;REG;NRE;NOR;;;961059.13;961059.13;0.00;0.00;48052.96;0.00;14561.50;17.5115;19.4399;23.4509;;0;0;0;1.9672;0.00
84343171435;BCO03CRD000000472;REG;NRE;NOR;;;52453.06;52453.06;0.00;0.00;2622.65;0.00;444.52;11.7088;16.1064;23.6609;;0;0;0;1.7123;0.00
48589496011;BCO03CRD000003183;REG;NRE;NOR;;;2119644.96;2119644.96;0.00;0.00;105982.25;0.00;30719.49;13.9628;15.6955;21.6621;;0;0;0;2.5263;0.00
98533658791;BCO03CRD000003698;REG;NRE;NOR;;;473183.81;473183.81;0.00;0.00;23659.19;0.00;18199.38;16.1588;24.7078;29.7519;;0;0;0;2.5840;0.00
22940683291;BCO03CRD000001925;REG;NRE;NOR;;;360398.07;360398.07;0.00;0.00;18019.90;0.00;21199.89;15.3704;24.7391;30.6602;;0;0;0;0.2850;0.00
34430034316;BCO03CRD000000686;REG;NRE;NOR;;;521698.96;521698.96;0.00;0.00;26084.95;0.00;13728.92;17.6507;25.6754;28.3293;;0;0;0;0.3146;0.00
35730486685;BCO03CRD000001942;REG;REF;NOR;;;224581.31;224581.31;0.00;0.00;11229.07;0.00;3402.75;13.4640;22.3674;27.5725;;0;0;0;1.4315;0.00
93542382685;BCO03CRD000003283;REG;NRE;NOR;;;2382122.10;2382122.10;0.00;0.00;119106.10;0.00;24061.84;14.5680;21.1059;27.5675;;0;0;0;1.2838;0.00
35801324387;BCO03CRD000002402;ANT;NRE;ABA;;;1524315.66;1524315.66;0.00;0.00;76215.78;0.00;217759.38;17.0327;22.3902;31.2338;;0;0;0;2.1542;289455.99
47881099756;BCO03CRD000001375;REG;NRE;NOR;;;7202359.24;7202359.24;0.00;0.00;360117.96;0.00;67311.77;13.4927;17.9159;22.4329;;0;0;0;2.9245;0.00
42024885751;BCO03CRD000003508;VEN;NRE;NOR;;;37688.17;24228.69;13459.48;1345.95;1884.41;332.95;598.22;15.8630;23.0781;31.5788;20-06-2025;128;128;10;2.5113;0.00
