NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
069606477460060105735;58946127531;MZ5906960647746006010573553643663666;AG032307;;02;MZN;01;01;04;01130;00;0.00;0;02;04;01;00;28-02-2025;15-03-2016;;;28-02-2025;04;02;S;N
062831866521763696451;90357253547;MZ5906283186652176369645192190503333;AG041109;;01;MZN;07;02;05;62010;03;12579657.77;306;00;02;01;00;27-03-2025;29-01-2018;;;27-03-2025;02;05;S;N
061423010465253284734;12223577991;MZ5906142301046525328473462820817235;AG070102;;01;MZN;01;01;01;62010;00;0.00;0;01;01;01;00;25-09-2025;29-06-2025;;;25-09-2025;01;01;G;N
067467993518794042678;85712856773;MZ5906746799351879404267891632048002;AG100203;;04;MZN;03;02;02;47110;02;13055792.90;475;00;04;01;00;25-01-2025;30-07-2021;;;25-01-2025;04;04;S;N
066426270659907251690;14172433458;MZ5906642627065990725169065404910741;AG031304;;01;MZN;01;01;05;62010;00;0.00;0;01;02;01;00;11-03-2025;01-10-2019;;;11-03-2025;02;02;S;N
069600865741433853538;75753793983;MZ5906960086574143385353882076648543;AG010807;;04;MZN;01;01;01;64190;00;0.00;0;02;04;01;00;05-10-2025;12-08-2018;;;05-10-2025;04;02;S;N
068534868842933608724;30924518697;MZ5906853486884293360872492627927091;AG070306;;02;MZN;01;01;01;47110;00;0.00;0;02;04;01;00;13-02-2025;25-11-2019;;;13-02-2025;04;02;S;N
068972665413973168750;06269606927;MZ5906897266541397316875068743684680;AG020505;;02;MZN;01;01;02;47110;00;0.00;0;02;03;01;00;13-10-2025;30-04-2024;;;13-10-2025;03;03;G;N
066266704560985180040;28695958577;MZ5906626670456098518004092216607344;AG010108;;01;MZN;01;01;01;86100;00;0.00;0;01;02;01;00;21-08-2025;01-07-2022;;;21-08-2025;02;01;G;N
065413271652059055495;84622193661;MZ5906541327165205905549557711614146;AG050804;;01;MZN;01;01;02;47730;00;0.00;0;01;05;01;00;16-05-2025;19-07-2024;;;16-05-2025;05;04;G;N
062561503580332731948;86313527311;MZ5906256150358033273194829328133809;AG100107;;01;MZN;01;01;03;01110;00;0.00;0;02;04;01;00;11-09-2025;17-03-2022;;;11-09-2025;04;03;S;N
068929764436418978793;91400661892;MZ5906892976443641897879385636822901;AG060803;;01;MZN;01;01;05;47300;00;0.00;0;02;03;01;00;25-12-2025;15-11-2025;;;25-12-2025;03;01;S;N
065007689043729313288;03276950165;MZ5906500768904372931328862597893901;AG060704;;02;MZN;01;01;02;85210;00;0.00;0;02;02;01;00;14-08-2025;10-03-2019;;;14-08-2025;02;03;S;N
066487374077585377861;90519315793;MZ5906648737407758537786106654371836;AG051305;;02;MZN;01;01;01;85210;00;0.00;0;01;04;01;00;18-08-2025;06-11-2020;;;18-08-2025;04;02;G;N
062875290332482383429;96805352614;MZ5906287529033248238342949124214245;AG030107;;01;MZN;01;01;01;47300;00;0.00;0;01;03;01;00;16-10-2025;30-09-2020;;;16-10-2025;03;04;G;N
066866163794626316081;12760762455;MZ5906686616379462631608151238282134;AG100602;;01;MZN;01;01;02;47300;00;0.00;0;02;01;01;00;17-06-2025;31-08-2020;;;17-06-2025;01;01;S;N
065441035181909410189;58752890545;MZ5906544103518190941018953335288859;AG071107;;02;MZN;01;01;03;01130;00;0.00;0;01;03;01;00;10-03-2025;23-02-2021;;;10-03-2025;03;02;G;N
066146825795055483707;59777459314;MZ5906614682579505548370776330575741;AG030206;;02;MZN;01;01;05;64190;00;0.00;0;02;01;02;17;26-06-2025;09-10-2020;;;26-06-2025;01;01;G;S
061506520969512629742;04542716257;MZ5906150652096951262974257691455851;AG030803;;01;MZN;01;01;03;96020;00;0.00;0;01;01;04;08;30-01-2025;20-12-2021;;;30-01-2025;01;01;S;N
064281619255071150197;72763093294;MZ5906428161925507115019744110197382;AG020301;;01;MZN;01;01;03;86100;00;0.00;0;01;02;03;02;11-09-2025;22-07-2016;;;11-09-2025;02;02;G;N
067162403386511130109;11115570561;MZ5906716240338651113010973382476327;AG050906;;02;MZN;01;01;05;41000;00;0.00;0;02;02;01;00;16-02-2025;01-04-2018;;;16-02-2025;02;02;S;N
068530700090812586578;43965919540;MZ5906853070009081258657806977446584;AG021508;;01;MZN;05;02;05;56101;01;23374925.47;161;00;02;03;17;24-01-2025;30-08-2018;;;24-01-2025;02;01;S;N
062588562545407194344;09903039438;MZ5906258856254540719434424567958035;AG010306;;02;MZN;04;02;03;47210;01;23436382.03;469;00;02;01;00;18-05-2025;29-10-2017;;;18-05-2025;02;03;S;N
064087439158524738803;92998836928;MZ5906408743915852473880379633636342;AG051103;;02;MZN;01;01;03;47210;00;0.00;0;01;01;01;00;22-01-2025;19-09-2017;;;22-01-2025;01;01;S;N
067625559216708530078;09357771992;MZ5906762555921670853007828899259281;AG031501;;05;MZN;08;02;04;41000;03;6846102.72;450;00;04;01;00;12-01-2025;05-06-2023;;;12-01-2025;04;03;S;N
