NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
59965983555;BCO06DEP000000001;DP;0;MZ;-25.1342;35.5606;1;6;9.8068;10.2317;7.8454;MZN;14-02-2025;14-02-2026;16-03-2025;5
67006159553;BCO06DEP000000002;DO;1;MZ;-16.7770;36.8655;1;3;1.0572;1.5026;0.8458;USD;13-10-2025;;12-11-2025;1
53362466589;BCO06DEP000000003;DO;1;MZ;-15.2267;36.8285;1;4;1.7833;2.5044;1.4267;MZN;28-04-2025;;28-05-2025;6
88210882658;BCO06DEP000000004;DO;1;MZ;-11.5562;34.2724;1;4;1.9355;2.9312;1.5484;MZN;29-01-2025;;28-02-2025;3
65315213575;BCO06DEP000000005;DO;1;MZ;-20.6802;33.7677;1;3;0.0235;0.6163;0.0188;MZN;20-03-2025;;19-04-2025;9
22942332287;BCO06DEP000000006;DP;1;MZ;-12.4483;36.3062;1;7;1.6567;2.0035;1.3253;MZN;23-05-2025;19-11-2025;22-06-2025;9
08069196241;BCO06DEP000000007;DO;0;MZ;-19.8751;30.7804;2;2;1.4978;1.9540;1.1983;MZN;29-01-2025;;28-02-2025;3
86017025127;BCO06DEP000000008;DO;1;MZ;-14.0670;39.3851;2;1;0.3172;0.9676;0.2538;MZN;27-04-2025;;27-05-2025;4
03797501792;BCO06DEP000000009;DP;1;MZ;-13.6491;39.5296;1;1;1.8424;2.6879;1.4739;USD;09-02-2025;08-08-2025;11-03-2025;3
31795909673;BCO06DEP000000010;DO;1;MZ;-12.0200;32.7320;2;2;0.0445;0.4643;0.0356;MZN;24-05-2025;;23-06-2025;9
61716968696;BCO06DEP000000011;DO;1;MZ;-12.0100;38.4444;1;5;0.9141;1.1742;0.7313;MZN;09-10-2025;;08-11-2025;5
79198980846;BCO06DEP000000012;DP;1;MZ;-14.7388;30.3123;1;2;10.8690;11.3275;8.6952;MZN;09-05-2025;07-08-2025;08-06-2025;1
97763776008;BCO06DEP000000013;DO;0;MZ;-24.9565;37.7165;2;1;1.5525;2.0375;1.2420;MZN;13-09-2025;;13-10-2025;1
48741307543;BCO06DEP000000014;DO;0;MZ;-17.1024;30.4257;1;2;1.0390;1.7293;0.8312;MZN;16-08-2025;;15-09-2025;4
41175098316;BCO06DEP000000015;DO;0;MZ;-24.1516;35.6160;1;2;1.1412;1.2337;0.9129;MZN;19-02-2025;;21-03-2025;5
33038353036;BCO06DEP000000016;DO;1;MZ;-13.7343;32.2736;1;2;0.9661;1.0739;0.7729;MZN;29-03-2025;;28-04-2025;5
63901062899;BCO06DEP000000017;DO;0;MZ;-10.7566;34.4347;1;7;0.9136;1.1000;0.7309;MZN;08-08-2025;;07-09-2025;5
11732255387;BCO06DEP000000018;DP;1;MZ;-21.9795;34.5678;1;7;9.7873;10.0916;7.8298;MZN;11-06-2025;09-09-2025;11-07-2025;6
41041857382;BCO06DEP000000019;PA;0;MZ;-12.7453;31.2219;2;6;9.9767;10.7807;7.9814;USD;14-05-2025;14-05-2026;13-06-2025;6
74674303757;BCO06DEP000000020;DP;1;MZ;-19.6003;30.8863;1;4;10.0304;10.1650;8.0244;MZN;04-03-2025;04-03-2027;03-04-2025;4
30700568859;BCO06DEP000000021;DO;0;MZ;-14.9349;31.8971;2;2;1.2628;2.1207;1.0103;MZN;14-12-2025;;13-01-2026;9
92335955418;BCO06DEP000000022;DO;0;MZ;-10.5221;36.8447;1;2;0.8301;1.0416;0.6641;MZN;07-07-2025;;06-08-2025;4
24105397612;BCO06DEP000000023;PA;0;MZ;-14.3535;35.8322;1;6;3.8399;4.4712;3.0720;MZN;17-06-2025;17-07-2025;17-07-2025;2
00761735554;BCO06DEP000000024;DO;1;MZ;-20.0504;31.9753;1;6;0.4465;1.0183;0.3572;MZN;10-03-2025;;09-04-2025;1
20847839070;BCO06DEP000000025;DP;1;MZ;-21.4865;37.1478;1;4;6.3828;6.4776;5.1063;MZN;30-04-2025;30-05-2025;30-05-2025;9
57755263811;BCO06DEP000000026;DO;0;MZ;-21.5233;37.4520;2;7;0.2147;1.1837;0.1718;MZN;20-09-2025;;20-10-2025;3
78967519198;BCO06DEP000000027;DO;0;MZ;-12.5276;32.1778;1;5;1.2314;1.8382;0.9851;MZN;23-12-2025;;22-01-2026;6
73714906385;BCO06DEP000000028;DP;0;MZ;-12.0067;38.9437;2;6;1.3932;1.9205;1.1145;MZN;23-08-2025;21-11-2025;22-09-2025;5
38483639906;BCO06DEP000000029;DP;1;MZ;-17.4693;33.1242;2;3;9.9683;10.8752;7.9746;MZN;29-08-2025;29-08-2027;28-09-2025;9
99860876929;BCO06DEP000000030;PA;0;MZ;-19.7325;31.0346;1;7;2.6346;2.6349;2.1077;MZN;24-10-2025;24-10-2026;23-11-2025;6
61842239950;BCO06DEP000000031;DO;1;MZ;-21.4944;33.8627;1;6;1.3666;2.0480;1.0933;MZN;01-08-2025;;31-08-2025;1
81982075692;BCO06DEP000000032;DO;0;MZ;-23.2724;30.4576;1;7;1.3129;2.2734;1.0503;ZAR;07-02-2025;;09-03-2025;1
49709732255;BCO06DEP000000033;DP;1;MZ;-19.3200;38.9637;1;5;7.6458;8.4063;6.1167;MZN;29-12-2025;29-12-2027;28-01-2026;4
96810460263;BCO06DEP000000034;DP;1;MZ;-19.5679;36.0692;1;1;4.1424;4.6887;3.3139;MZN;23-01-2025;23-04-2025;22-02-2025;9
30893326599;BCO06DEP000000035;PA;1;MZ;-10.6402;32.2369;2;4;3.0618;3.9650;2.4494;MZN;21-06-2025;21-07-2025;21-07-2025;1
86095385023;BCO06DEP000000036;DP;0;MZ;-21.8690;34.4350;2;2;8.1111;8.3177;6.4889;USD;13-02-2025;13-02-2027;15-03-2025;2
20765399068;BCO06DEP000000037;DS;1;MZ;-15.3183;38.6682;1;5;7.0731;7.2892;5.6585;MZN;27-10-2025;;26-11-2025;4
99155587125;BCO06DEP000000038;DO;0;MZ;-18.2215;32.9102;1;5;0.8055;0.9645;0.6444;MZN;03-08-2025;;02-09-2025;4
11129936180;BCO06DEP000000039;DP;0;MZ;-13.2053;33.9959;1;6;7.8730;8.0711;6.2984;MZN;02-03-2025;02-03-2026;01-04-2025;4
79721074182;BCO06DEP000000040;DO;0;MZ;-15.9402;34.3645;1;4;0.3127;1.0485;0.2501;MZN;05-10-2025;;04-11-2025;1
04832973597;BCO06DEP000000041;DP;0;MZ;-18.8428;35.8391;1;1;1.2536;2.1522;1.0029;MZN;25-11-2025;25-12-2025;25-12-2025;6
79683910001;BCO06DEP000000042;DS;1;MZ;-24.8427;33.4241;1;1;10.4699;10.9192;8.3759;USD;03-01-2025;;02-02-2025;5
35548166711;BCO06DEP000000043;DO;0;MZ;-17.7315;35.6390;1;2;0.8332;1.1736;0.6666;MZN;04-01-2025;;03-02-2025;6
95115531052;BCO06DEP000000044;DP;1;MZ;-20.9434;36.0666;1;3;2.1942;2.3172;1.7554;MZN;23-08-2025;23-08-2026;22-09-2025;3
08787348018;BCO06DEP000000045;DP;0;MZ;-10.4672;39.4764;1;3;10.7983;11.2719;8.6387;MZN;26-05-2025;22-11-2025;25-06-2025;3
15058443287;BCO06DEP000000046;DO;1;MZ;-22.5060;31.0042;1;2;1.4721;1.6714;1.1777;MZN;09-09-2025;;09-10-2025;5
59208172541;BCO06DEP000000047;DO;1;MZ;-14.9072;33.7453;1;4;0.9598;1.8744;0.7679;MZN;22-04-2025;;22-05-2025;2
27976605071;BCO06DEP000000048;DO;1;MZ;-19.8761;35.4664;2;5;0.1703;0.6722;0.1363;MZN;16-09-2025;;16-10-2025;5
20951715776;BCO06DEP000000049;DP;1;MZ;-14.5281;34.8814;2;1;6.9192;7.8361;5.5353;MZN;30-04-2025;30-05-2025;30-05-2025;1
19011733922;BCO06DEP000000050;DP;0;MZ;-20.6245;37.0678;1;3;2.6054;3.4306;2.0843;MZN;05-02-2025;05-02-2027;07-03-2025;3
67136950974;BCO06DEP000000051;DO;0;MZ;-25.3029;35.7643;1;5;1.2154;1.4932;0.9723;MZN;01-01-2025;;31-01-2025;4
49249928025;BCO06DEP000000052;DP;0;MZ;-10.1671;36.0752;1;7;10.2620;11.1140;8.2096;MZN;18-01-2025;17-02-2025;17-02-2025;1
80410383088;BCO06DEP000000053;DP;0;MZ;-17.1325;31.1850;1;7;7.1465;7.2412;5.7172;MZN;25-07-2025;25-07-2027;24-08-2025;4
01548932066;BCO06DEP000000054;DF;1;MZ;-14.5361;30.4742;1;6;2.7994;3.6870;2.2395;USD;08-09-2025;;08-10-2025;9
80371656656;BCO06DEP000000055;DS;1;MZ;-22.7078;38.0111;1;2;7.2268;7.3553;5.7814;EUR;27-12-2025;;26-01-2026;9
53108973411;BCO06DEP000000056;DF;1;MZ;-21.0415;35.2275;1;7;4.8408;5.6548;3.8727;MZN;14-06-2025;;14-07-2025;4
01422844893;BCO06DEP000000057;DP;1;MZ;-20.7500;35.3242;3;6;1.9771;2.5022;1.5816;MZN;14-10-2025;12-01-2026;13-11-2025;2
87791677570;BCO06DEP000000058;DO;0;MZ;-24.8904;32.5380;1;2;0.9133;1.3602;0.7307;MZN;27-11-2025;;27-12-2025;4
91188569338;BCO06DEP000000059;DP;0;MZ;-25.2260;31.5851;1;1;2.6061;3.2914;2.0849;MZN;08-09-2025;08-09-2026;08-10-2025;5
65376723094;BCO06DEP000000060;DP;1;MZ;-20.0098;37.8202;1;6;2.3071;2.3761;1.8457;MZN;08-02-2025;09-05-2025;10-03-2025;1
