NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
38224012559;BCO06CRD000002672;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.6962;24.3176;32.6172;;0;0;0;2.9218;0.00
78018356217;BCO06CRD000001792;REG;REF;CON;;;3781014.67;3781014.67;0.00;0.00;189050.73;0.00;80447.12;14.1531;15.9522;20.1665;;0;0;0;0.4446;0.00
07651853365;BCO06CRD000001216;REG;NRE;NOR;;;7076256.32;7076256.32;0.00;0.00;353812.82;0.00;147422.01;14.3956;18.4322;23.7730;;0;0;0;2.0225;0.00
78299618592;BCO06CRD000000069;REG;NRE;CON;;;500751.54;500751.54;0.00;0.00;25037.58;0.00;6676.69;14.8112;21.4125;28.5916;;0;0;0;1.2041;0.00
85465991884;BCO06CRD000000165;REG;NRE;NOR;;;1617869.79;1617869.79;0.00;0.00;80893.49;0.00;39460.24;16.7114;17.4710;24.2058;;0;0;0;0.6400;0.00
23787716415;BCO06CRD000002562;VEN;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.3393;26.3515;29.0080;19-07-2025;69;69;2;2.8965;0.00
16486351270;BCO06CRD000001405;REG;NRE;NOR;;;65650.31;65650.31;0.00;0.00;3282.52;0.00;1112.72;17.4677;21.8720;29.3789;;0;0;0;2.1438;0.00
85615262190;BCO06CRD000001681;REG;NRE;NOR;;;392881.61;392881.61;0.00;0.00;19644.08;0.00;4092.52;11.0927;19.5651;25.5103;;0;0;0;1.0020;0.00
50044311611;BCO06CRD000002358;REG;NRE;CON;;;2113896.33;2113896.33;0.00;0.00;105694.82;0.00;20724.47;14.9334;21.2005;30.1569;;0;0;0;0.5433;0.00
66094718376;BCO06CRD000001199;VEN;NRE;NOR;;;391411.13;305587.20;85823.93;8582.39;19570.56;4463.25;10872.53;12.7779;21.8520;28.2007;03-11-2025;209;209;6;0.7236;0.00
47539529348;BCO06CRD000002251;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.9881;17.3549;22.3034;;0;0;0;1.2591;0.00
84180286945;BCO06CRD000001970;REG;NRE;NOR;;;361644.08;361644.08;0.00;0.00;18082.20;0.00;3117.62;15.5138;20.9855;27.6385;;0;0;0;1.8465;0.00
67646659296;BCO06CRD000000784;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.1365;18.9211;24.1849;;0;0;0;0.5050;0.00
46091135316;BCO06CRD000001912;REG;NRE;NOR;;;1320280.42;1320280.42;0.00;0.00;66014.02;0.00;47152.87;13.5030;15.2392;20.9400;;0;0;0;1.7299;0.00
72299172423;BCO06CRD000002661;VEN;NRE;NOR;;;12668889.50;10533968.12;2134921.38;213492.14;633444.48;13221.13;142347.07;13.8578;16.5854;18.6614;21-08-2025;279;279;8;2.1220;0.00
