NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
38145981626;CLI633477791131365031;AG090601;Agência Chokwe;BCO06PED000000001;BCO06CRD000000001;O;06-03-2025;P;;N;1;3;N;EMP01;EMP01 Produto de crédito;JUR;202;NVE;102;343695.30;0.00;MZN;;;;146;;0;5;1;1;5.2835;7419.28;S;S;S;090603;-22.8667;33.8571;85210;P;
92342959059;CLI318834157330127766;AG100606;Agência Matutuine;BCO06PED000000002;BCO06CRD000000002;P;18-08-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;SLA;203;NVE;108;1402670.27;961177.23;MZN;15-09-2025;23-09-2025;23-10-2025;98;03-10-2027;114;5;1;8;11.0775;3186.14;S;S;N;100602;-22.9383;39.3423;47210;P;
25047880502;CLI104992022687414204;AG051406;Agência Doa;BCO06PED000000003;BCO06CRD000000003;P;23-11-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;SLA;101;NVE;108;993896.47;741948.85;ZAR;06-12-2025;14-12-2025;13-01-2026;91;07-05-2030;37;5;1;4;9.3000;18856.54;S;S;S;051402;-11.7549;34.5933;56101;P;
25581130028;CLI481942254727377298;AG030702;Agência Meconta;BCO06PED000000004;BCO06CRD000000004;P;11-01-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;SLA;103;NVE;103;557412.42;344193.81;MZN;15-01-2025;20-01-2025;19-02-2025;115;09-06-2027;4;4;2;1;9.7723;13788.89;S;N;S;030702;-22.2954;36.7620;41000;P;
47442322203;CLI361674893921838386;AG090804;Agência Mabalane;BCO06PED000000005;BCO06CRD000000005;P;20-11-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;JUR;402;NVE;102;1085980.72;658088.10;MZN;10-12-2025;12-12-2025;11-01-2026;27;29-01-2032;24;8;1;3;5.1867;5092.69;N;N;N;090803;-13.3698;38.2494;47110;C;
03243397395;CLI586433721385486906;AG070108;Agência Cidade da Beira;BCO06PED000000006;BCO06CRD000000006;A;17-01-2025;A;;N;2;3;C;AGR01;AGR01 Produto de crédito;FIA;204;NVE;108;4285546.06;3016874.19;MZN;02-02-2025;03-02-2025;05-03-2025;57;11-10-2033;3;8;2;5;6.0912;14628.35;N;S;N;070105;-14.2676;33.8600;86100;C;
75188410532;CLI293894115534237546;AG031202;Agência Moma;BCO06PED000000007;BCO06CRD000000007;D;22-02-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;IRR;103;NVE;204;11076603.25;6111828.51;MZN;14-03-2025;20-03-2025;19-04-2025;57;20-04-2028;28;8;1;3;6.8772;17781.46;S;S;N;031202;-24.1786;31.7299;47730;M;33.83
46160593680;CLI870930674328015566;AG042104;Agência Molumbo;BCO06PED000000008;BCO06CRD000000008;D;19-11-2025;A;;E;1;3;N;EMP01;EMP01 Produto de crédito;IRR;101;NVE;203;2796177.48;1862868.90;EUR;03-12-2025;08-12-2025;07-01-2026;121;20-10-2033;68;9;2;4;2.6297;9277.89;S;N;N;042101;-23.4646;32.3348;41000;M;88.85
69504006236;CLI769467265523582107;AG032108;Agência Ribáuè;BCO06PED000000009;BCO06CRD000000009;O;10-02-2025;A;;N;2;3;N;PME01;PME01 Produto de crédito;OUT;200;NVE;107;431342.96;399413.62;MZN;18-02-2025;23-02-2025;25-03-2025;101;07-03-2030;90;8;1;5;12.0779;15711.81;N;N;N;032102;-17.8647;37.0289;86100;C;
40170012248;CLI354867662483538728;AG090708;Agência Guija;BCO06PED000000010;BCO06CRD000000010;A;20-01-2025;A;;E;1;3;N;PME01;PME01 Produto de crédito;JUR;404;NVE;202;17254297.24;9772250.25;MZN;31-01-2025;07-02-2025;09-03-2025;67;25-08-2028;18;7;1;2;3.7459;5206.56;N;S;N;090702;-16.1716;30.1983;47210;M;63.65
01154527893;CLI472034930523416491;AG080203;Agência Funhalouro;BCO06PED000000011;BCO06CRD000000011;A;25-08-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;BUL;200;NVE;200;1947661.22;1421994.07;MZN;13-09-2025;13-09-2025;13-10-2025;135;17-04-2027;91;3;2;1;4.7406;17499.88;N;S;S;080201;-11.5851;38.1422;47300;M;42.26
00761735554;CLI480920588282693800;AG050807;Agência Magoe;BCO06PED000000012;BCO06CRD000000012;P;26-03-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;OUT;204;NVE;102;868795.61;672429.30;ZAR;19-04-2025;26-04-2025;26-05-2025;107;21-06-2031;68;2;1;8;7.3203;19783.99;N;S;N;050801;-18.6653;34.0569;47730;M;71.69
08077066372;CLI254198525215837897;AG030601;Agência Malema;BCO06PED000000013;BCO06CRD000000013;D;15-07-2025;A;;N;2;2;N;PES01;PES01 Produto de crédito;OUT;102;NVE;111;563704.34;511612.97;ZAR;29-07-2025;06-08-2025;05-09-2025;11;02-08-2029;60;7;2;4;10.6576;13724.02;S;S;S;030602;99.9999;999.9999;47730;C;
17314260908;CLI489924236283735873;AG100402;Agência Manhica;BCO06PED000000014;BCO06CRD000000014;A;21-09-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;SLA;403;NVE;105;783301.69;774709.04;MZN;14-10-2025;22-10-2025;21-11-2025;79;28-02-2029;71;2;1;4;5.2475;16315.39;S;S;S;100401;-25.1487;35.1861;41000;M;48.55
36522552818;CLI973283686787323127;AG032004;Agência Rapale;BCO06PED000000015;BCO06CRD000000015;P;23-09-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;BUL;404;NVE;100;644538.21;518011.16;MZN;07-10-2025;08-10-2025;07-11-2025;86;28-04-2033;47;6;1;6;8.1221;3243.87;N;S;N;032001;-14.7530;37.1811;47300;C;
72295227521;CLI160667081105068756;AG070708;Agência Dondo;BCO06PED000000016;BCO06CRD000000016;P;02-06-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;JUR;203;NVE;104;520016.48;416658.41;MZN;25-06-2025;26-06-2025;26-07-2025;132;11-03-2034;46;9;2;2;4.6794;12757.39;S;N;N;070702;-11.3284;33.8389;47210;P;
90438487596;CLI771732108981356252;AG090305;Agência Chibuto;BCO06PED000000017;BCO06CRD000000017;P;21-09-2025;A;;N;1;1;C;HAB01;HAB01 Produto de crédito;IRR;101;NVE;104;2501928.44;1857523.15;MZN;11-10-2025;14-10-2025;13-11-2025;174;17-12-2034;6;6;1;6;8.6954;16965.49;N;N;N;090302;-11.7710;30.4606;47210;M;40.53
