NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
57985779218;BCO05CRD000001375;REG;NRE;NOR;;;4085597.17;4085597.17;0.00;0.00;204279.86;0.00;40855.97;18.4217;23.6088;27.7155;;0;0;0;2.4603;0.00
06836598708;BCO05CRD000002948;REG;NRE;NOR;;;611662.47;611662.47;0.00;0.00;30583.12;0.00;19114.45;14.7129;25.8460;29.3491;;0;0;0;1.4536;0.00
65896098300;BCO05CRD000001046;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.8273;22.2543;29.8738;;0;0;0;2.2157;0.00
47270901896;BCO05CRD000000529;REG;NRE;CON;;;3554126.39;3554126.39;0.00;0.00;177706.32;0.00;82654.10;13.4920;15.3403;18.7694;;0;0;0;0.4378;0.00
15640058874;BCO05CRD000001824;VEN;NRE;NOR;;;576371.47;372859.57;203511.90;20351.19;28818.57;4791.91;6780.84;13.0604;22.7728;25.5773;23-02-2026;80;80;12;2.3890;0.00
42810304181;BCO05CRD000000619;REG;NRE;NOR;;;2119255.08;2119255.08;0.00;0.00;105962.75;0.00;22307.95;15.9693;19.7358;25.6226;;0;0;0;2.3868;0.00
23806009713;BCO05CRD000002863;REG;NRE;CON;;;291765.60;291765.60;0.00;0.00;14588.28;0.00;3647.07;13.6175;20.7086;27.5890;;0;0;0;0.8477;0.00
49312512496;BCO05CRD000002669;REG;NRE;NOR;;;130647.33;130647.33;0.00;0.00;6532.37;0.00;1268.42;13.3563;22.2924;26.3290;;0;0;0;0.8436;0.00
19298430534;BCO05CRD000002070;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.3592;22.3510;29.6893;;0;0;0;0.7486;0.00
10150379948;BCO05CRD000001144;REG;NRE;NOR;;;277594.80;277594.80;0.00;0.00;13879.74;0.00;7502.56;13.5269;21.3177;26.4242;;0;0;0;2.4322;0.00
