NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
20710976215;BCO05TIB0000000001;AG021604;051188671540267566795;11-03-2025 08:28:19;03;MZN;48490.31;48490.31;686.46;152446184731360714236;869523597
21604171586;BCO05TIB0000000002;AG030703;050397918739446602869;06-12-2025 13:52:09;02;MZN;11159.58;11159.58;217.44;521602999615127342928;864484729
69937218675;BCO05TIB0000000003;AG030304;056202346616419305675;19-12-2025 11:45:31;01;MZN;27327.77;27327.77;213.19;709530817848079339878;853475093
02137178803;BCO05TIB0000000004;AG030702;056076274654459286146;02-01-2025 11:57:56;02;MZN;3026714.26;3026714.26;53047.14;113440123176283588849;871539894
36610208521;BCO05TIB0000000005;AG041109;053561128159254495779;28-10-2025 10:27:05;01;MZN;12213.77;12213.77;122.93;974895419550867102026;829551613
07237065046;BCO05TIB0000000006;AG031709;053680885768679701393;16-10-2025 13:58:04;01;USD;82235.64;1305.33;1526.68;259864412550478801884;870391016
06217035764;BCO05TIB0000000007;AG070604;050077929524033158002;16-09-2025 08:37:26;01;MZN;70188.17;70188.17;1200.53;446757147658399453844;858249686
54402355056;BCO05TIB0000000008;AG030208;054145739092465077026;09-09-2025 09:39:43;01;MZN;273127.68;273127.68;2508.84;561230727381414369637;828281367
10599672877;BCO05TIB0000000009;AG100608;052781599532524052914;27-01-2025 08:41:56;02;EUR;213662.21;3391.46;2719.84;380522939379281268091;820259637
39389120221;BCO05TIB0000000010;AG051004;055118044418332451289;16-01-2025 16:28:13;02;MZN;57797.59;57797.59;865.44;296272407196396321198;848386775
51521261706;BCO05TIB0000000011;AG100602;056345297661763562292;10-12-2025 14:05:56;01;EUR;11316.75;179.63;5.30;456091840572055320955;865612225
93204167905;BCO05TIB0000000012;AG051304;055565266854287098102;13-12-2025 11:10:37;02;MZN;390209.29;390209.29;6040.46;465907856382666598901;858131562
97174028843;BCO05TIB0000000013;AG041703;051104838418826751286;12-04-2025 08:19:43;01;USD;77548.87;1230.93;1269.79;002683439439932050471;877593483
51733380000;BCO05TIB0000000014;AG042104;052847221244523335650;09-03-2025 08:10:50;02;MZN;54133.52;54133.52;841.27;098338275431083817149;879007946
74745037424;BCO05TIB0000000015;AG070904;050883146507440599260;08-06-2025 15:40:10;03;MZN;2296083.45;2296083.45;9292.95;799576368449089283010;858664430
16453933771;BCO05TIB0000000016;AG011003;058588988755998950775;17-03-2025 12:20:33;01;MZN;6297.73;6297.73;25.08;045718171353188840199;850822921
08876438110;BCO05TIB0000000017;AG021602;055062681776904912400;21-05-2025 14:21:41;02;MZN;13556.01;13556.01;186.05;131888545039791972794;871982796
00272074615;BCO05TIB0000000018;AG100104;057149281584779657312;25-03-2025 08:26:07;01;MZN;123505.15;123505.15;1064.46;029147713635801795197;878625630
24499510786;BCO05TIB0000000019;AG100308;054546874480380857646;07-09-2025 16:38:49;02;MZN;117782.33;117782.33;1818.65;201605450523561879042;846028115
81844892803;BCO05TIB0000000020;AG021201;054841742516255838538;19-10-2025 15:51:17;02;MZN;23083.16;23083.16;427.67;970231620948538067334;841066407
