NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
80955288839;BCO05DEP000000001;DO;1;MZ;-23.7831;31.2003;2;4;0.8844;1.8518;0.7075;MZN;02-10-2025;;01-11-2025;5
10605509050;BCO05DEP000000002;DO;1;MZ;-18.8945;33.0022;1;2;1.3842;1.4135;1.1073;MZN;17-03-2025;;16-04-2025;9
75732609886;BCO05DEP000000003;DO;1;MZ;-17.9088;37.0874;2;1;1.5455;2.5294;1.2364;MZN;06-02-2025;;08-03-2025;4
74582053452;BCO05DEP000000004;DO;0;MZ;-21.0868;31.0187;3;2;0.8426;0.8969;0.6740;MZN;03-10-2025;;02-11-2025;9
62025847919;BCO05DEP000000005;DP;1;MZ;-18.7464;30.5758;1;1;6.4199;6.5209;5.1359;MZN;25-06-2025;25-06-2027;25-07-2025;1
99722034399;BCO05DEP000000006;DP;1;MZ;-21.3954;31.3211;1;1;4.4826;4.8888;3.5861;ZAR;10-08-2025;10-08-2027;09-09-2025;2
13942099790;BCO05DEP000000007;DS;0;MZ;-14.3916;37.5015;1;2;2.0877;2.3255;1.6702;MZN;19-08-2025;;18-09-2025;2
20563767199;BCO05DEP000000008;PA;0;MZ;-12.5199;31.7817;1;1;9.4982;9.9204;7.5985;MZN;17-06-2025;17-06-2027;17-07-2025;1
10028200598;BCO05DEP000000009;DP;0;MZ;-22.9984;36.2592;1;7;2.6692;2.8764;2.1353;MZN;05-08-2025;05-08-2027;04-09-2025;9
92221492794;BCO05DEP000000010;DO;0;MZ;-22.4449;38.2181;2;5;0.7580;1.6286;0.6064;MZN;27-11-2025;;27-12-2025;3
66897754734;BCO05DEP000000011;DO;1;MZ;-16.3399;38.5282;1;2;0.2202;1.1710;0.1762;EUR;30-07-2025;;29-08-2025;3
51996091933;BCO05DEP000000012;DO;1;MZ;-17.9068;32.5856;1;6;0.8150;1.7193;0.6520;USD;07-12-2025;;06-01-2026;6
22201521239;BCO05DEP000000013;DP;0;MZ;-17.7151;37.8714;1;4;2.2178;3.0423;1.7743;MZN;26-01-2025;26-04-2025;25-02-2025;4
86456973329;BCO05DEP000000014;DP;0;MZ;-11.9168;37.8029;1;1;8.1657;8.9094;6.5326;ZAR;04-04-2025;03-07-2025;04-05-2025;6
13186663799;BCO05DEP000000015;DF;1;MZ;-18.6989;39.8804;1;6;4.8098;4.9926;3.8478;MZN;13-03-2025;;12-04-2025;4
79676334831;BCO05DEP000000016;DO;0;MZ;-21.1343;33.0602;2;7;1.4119;2.3544;1.1295;MZN;14-05-2025;;13-06-2025;4
22471317959;BCO05DEP000000017;DO;1;MZ;-11.1458;30.9931;2;2;1.2582;2.0047;1.0066;MZN;08-06-2025;;08-07-2025;4
38764239137;BCO05DEP000000018;DO;0;MZ;-23.9373;38.2941;1;1;0.3917;0.9182;0.3133;MZN;06-07-2025;;05-08-2025;3
