NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
46370240414;BCO04TIB0000000001;AG021003;044213541185145565430;03-05-2025 09:06:08;03;USD;12483.60;198.15;82.71;121723145107724722823;843560845
20481122420;BCO04TIB0000000002;AG011608;042263884806239645004;18-11-2025 12:19:45;02;MZN;47364.44;47364.44;390.76;902182468748732230881;870137411
04740955333;BCO04TIB0000000003;AG010404;045957080933980136524;11-09-2025 12:23:43;03;MZN;55159.02;55159.02;3.99;158612847302832370527;840518552
06852537821;BCO04TIB0000000004;AG071201;044204414890155730213;30-12-2025 12:51:59;01;MZN;1973336.39;1973336.39;4591.90;624670862527181847025;871525698
78281397984;BCO04TIB0000000005;AG030408;047985569306058268841;12-10-2025 09:40:40;02;MZN;64277.35;64277.35;378.90;266603089534929817740;823288081
50090438805;BCO04TIB0000000006;AG050905;045065773091559937507;22-08-2025 13:56:26;01;MZN;85295.40;85295.40;748.82;685221806259755034363;861246919
25936514797;BCO04TIB0000000007;AG031707;045744807021244829134;18-03-2025 10:22:22;01;MZN;12670.76;12670.76;63.13;062944628434261360945;825126292
47706515248;BCO04TIB0000000008;AG070708;044314163593338768697;09-04-2025 09:06:01;03;MZN;32726.14;32726.14;364.52;747332325672542780568;872003506
61780078253;BCO04TIB0000000009;AG100407;049815370629451735020;26-03-2025 16:43:19;03;USD;6856.66;108.84;49.33;343469781471980690988;846678089
69223125579;BCO04TIB0000000010;AG090601;046353318193192912360;01-10-2025 08:02:58;02;MZN;895549.78;895549.78;3842.52;138538257257675569072;824672691
23670933016;BCO04TIB0000000011;AG030108;042112078192411782329;14-10-2025 13:02:51;02;MZN;742989.14;742989.14;11705.96;414121667136542414626;855062887
22056527525;BCO04TIB0000000012;AG100305;044325040097788382892;25-11-2025 11:17:19;02;USD;15796.96;250.75;248.48;383053262228322072643;866672811
09002120172;BCO04TIB0000000013;AG091001;044936814360174695620;10-04-2025 10:25:32;03;MZN;1774713.58;1774713.58;19491.82;290415319311291365287;840994676
80480781300;BCO04TIB0000000014;AG050803;042010583873129053739;07-09-2025 08:57:19;03;MZN;123184.53;123184.53;1565.65;899203819447194836417;829690071
68081745398;BCO04TIB0000000015;AG031506;041766394379684655283;08-07-2025 16:06:06;03;MZN;75671.67;75671.67;918.57;354897856153042439149;860596637
94904707383;BCO04TIB0000000016;AG030503;041381631076194272304;07-09-2025 12:13:45;02;MZN;38125.36;38125.36;370.54;879462763499118970063;875438247
82036336418;BCO04TIB0000000017;AG070306;048224104391027882902;12-08-2025 11:53:42;03;MZN;106410.38;106410.38;1572.34;509076130268091902180;848969793
73077431181;BCO04TIB0000000018;AG030106;045622118574880572718;29-01-2025 09:42:38;02;MZN;436474.19;436474.19;6711.09;651927978056649513876;850354297
04211052398;BCO04TIB0000000019;AG061208;043928609635251325468;18-09-2025 09:59:29;03;MZN;32356.98;32356.98;547.58;111762775328345000711;843260204
10487940155;BCO04TIB0000000020;AG030503;040792698507035871301;18-12-2025 15:29:37;01;MZN;3521.66;3521.66;25.69;659840976648990244177;828229575
25247140975;BCO04TIB0000000021;AG060302;040497560947559107916;14-10-2025 11:09:22;01;MZN;212248.04;212248.04;851.99;148413978750408161664;847481275
58042734506;BCO04TIB0000000022;AG100604;043410240980478866784;29-01-2025 12:25:02;02;USD;67715.66;1074.85;1184.38;878647485977039089907;851254347
69772070679;BCO04TIB0000000023;AG090603;041281516382379597475;11-05-2025 14:52:22;02;MZN;22322.30;22322.30;250.81;222467577322983471455;858977197
16013372857;BCO04TIB0000000024;AG031509;045526890958705649850;07-12-2025 11:19:56;01;MZN;39253.42;39253.42;104.73;297491359917694183186;863306944
85859330411;BCO04TIB0000000025;AG030302;047272114930334963561;25-05-2025 12:38:59;03;MZN;22775.90;22775.90;391.74;953987089835614811179;823193988
74467264510;BCO04TIB0000000026;AG071108;046426461794049892703;04-12-2025 09:18:20;02;MZN;36089.77;36089.77;570.01;811144280445912270902;843498562
05726567694;BCO04TIB0000000027;AG070302;048798996686051313191;25-08-2025 08:06:54;02;MZN;20441.90;20441.90;347.99;172479564294885025519;872333693
68028240902;BCO04TIB0000000028;AG080203;041910509491419712194;29-04-2025 12:07:43;02;MZN;25646.95;25646.95;338.01;814017903257377254181;821990386
93316085738;BCO04TIB0000000029;AG070706;043905447831615048860;01-09-2025 10:18:47;03;MZN;76283.92;76283.92;341.47;701208994869333011409;843653358
15623126682;BCO04TIB0000000030;AG100603;044654677320767050993;06-03-2025 09:55:32;03;MZN;16584.67;16584.67;145.16;998341835265656772161;845428907
04760267707;BCO04TIB0000000031;AG030803;045645810852176858219;15-11-2025 14:16:57;01;MZN;26045.42;26045.42;168.19;377800609975390460414;860307662
73496603690;BCO04TIB0000000032;AG030401;043952391104027754398;06-10-2025 11:07:47;01;MZN;34142.28;34142.28;258.49;723814246837220614353;824805615
53124963279;BCO04TIB0000000033;AG100203;042959795993818950957;22-06-2025 09:37:27;03;MZN;57109.89;57109.89;90.73;321014300935960213576;827397870
73763050084;BCO04TIB0000000034;AG040106;041665446747150928803;01-12-2025 15:35:53;01;MZN;1609425.97;1609425.97;17649.22;226958948056405451895;841225758
64192370020;BCO04TIB0000000035;AG070304;045801936944338594506;17-01-2025 14:52:13;02;MZN;24408.39;24408.39;313.02;286150929020183267530;871238378
94670978184;BCO04TIB0000000036;AG031106;047957754432773676610;01-07-2025 09:04:03;02;MZN;16870.30;16870.30;307.15;705652736593329130532;827958527
43024379522;BCO04TIB0000000037;AG070907;046050750517130062581;10-12-2025 13:02:42;01;MZN;81998.26;81998.26;876.16;148691945339716235002;843939567
90984310816;BCO04TIB0000000038;AG100704;044688938804908489116;22-03-2025 08:10:20;01;MZN;258378.01;258378.01;384.52;710751258643278273894;853584557
16288942311;BCO04TIB0000000039;AG060405;040043743169766177922;23-07-2025 13:26:29;02;MZN;68216.80;68216.80;641.28;942181649472791103720;872822554
67693597712;BCO04TIB0000000040;AG031507;042962853829488697143;28-12-2025 13:07:46;03;MZN;208267.69;208267.69;2810.03;696303324989609609665;859371721
29329553856;BCO04TIB0000000041;AG041803;049148401673620172762;21-04-2025 11:11:18;01;MZN;365057.93;365057.93;5660.11;017042247742479247632;843111757
34833797558;BCO04TIB0000000042;AG070503;049984840210704498966;19-04-2025 11:47:45;03;MZN;148669.67;148669.67;2741.35;225307902132230502175;856597575
16116887598;BCO04TIB0000000043;AG021203;043498198340761455058;01-03-2025 15:24:08;02;MZN;56196.23;56196.23;403.91;790358294561637686568;850762877
75951223143;BCO04TIB0000000044;AG040808;046649523811417791282;06-05-2025 11:23:16;01;MZN;15132.27;15132.27;88.39;038891718644316016398;863247296
87190955079;BCO04TIB0000000045;AG040904;044903081687702099647;15-12-2025 09:01:35;01;MZN;631484.35;631484.35;206.70;629643052548329998609;857074664
20281480761;BCO04TIB0000000046;AG100505;047827844151883393983;30-11-2025 16:27:30;01;MZN;30690.34;30690.34;153.02;889641650421074260472;869420966
86414094385;BCO04TIB0000000047;AG010802;044130952818031207612;19-08-2025 09:02:18;03;MZN;13867.81;13867.81;64.85;185066859009293515364;879415043
06894178665;BCO04TIB0000000048;AG100605;042617275843800068163;13-07-2025 10:30:13;03;MZN;10085.99;10085.99;72.84;721147761159766648374;855180696
67958818989;BCO04TIB0000000049;AG040909;046820691791933088077;09-01-2025 15:33:29;03;MZN;28542.00;28542.00;516.52;631250016546051156240;840056188
16667127028;BCO04TIB0000000050;AG060601;040487397099620382651;28-07-2025 10:26:28;03;MZN;60729.78;60729.78;411.72;245957013672150345405;854514120
