NIB;NUIB do Titular;IBAN;Agência / ID Ponto;Agente / ID Ponto;Tipo de Conta;Moeda;Titularidade;Tipo de Titular;Regime de movimentação;Sector de Actividade do Titular;Dimensão da Empresa titular;Volume de Negócios da Empresa titular;Número de trabalhadores da empresa titular;Tipo de classificação da necessidade especial/deficiência;Canal preferencial de acesso à conta;Estado da Conta;Motivo de alteração do Estado;Data da última actualização do estado;Data de Abertura;Data de Encerramento;Data da Última Operação;Data da Última Actualização dos dados;Canal de Abertura;Frequência de utilização da conta;Regime de Abertura;Pessoa Politicamente Exposta  (PEP)
040022395266567090394;98343816602;MZ5904002239526656709039412161813634;AG032007;;04;MZN;01;01;01;96020;00;0.00;0;02;03;01;00;22-06-2025;24-09-2024;;;22-06-2025;03;01;S;N
047624000974100702566;96450961111;MZ5904762400097410070256646401887169;AG040109;;04;MZN;01;01;03;47730;00;0.00;0;01;03;01;00;26-10-2025;01-10-2025;;;26-10-2025;03;02;S;N
044405538177335858211;76763816247;MZ5904440553817733585821152484176437;AG100807;;01;MZN;01;01;03;47300;00;0.00;0;02;02;01;00;05-05-2025;17-01-2025;;;05-05-2025;02;02;S;N
044206835953959859528;58435526585;MZ5904420683595395985952850930298814;AG010406;;01;MZN;01;01;05;96020;00;0.00;0;02;01;02;05;08-07-2025;29-03-2017;;;08-07-2025;01;03;S;N
042056265965632829502;91157557010;MZ5904205626596563282950268340585654;AG020304;;01;MZN;01;01;04;85210;00;0.00;0;01;02;01;00;25-02-2025;15-10-2023;;;25-02-2025;02;01;G;N
048669783336961882637;56651417476;MZ5904866978333696188263722331505089;AG021502;;04;MZN;01;01;05;01130;00;0.00;0;02;02;01;00;14-04-2025;10-11-2022;;;14-04-2025;02;02;G;N
049076147038862081371;83312072095;MZ5904907614703886208137129595347815;AG031302;;02;MZN;01;01;02;86100;00;0.00;0;02;01;01;00;19-06-2025;26-03-2023;;;19-06-2025;01;01;S;N
046935455878855455435;03997211700;MZ5904693545587885545543590175715184;AG050902;;01;MZN;01;01;03;01130;00;0.00;0;01;02;01;00;02-04-2025;23-08-2017;;;02-04-2025;02;05;G;N
045300757571855307183;86192673224;MZ5904530075757185530718311056782083;AG030208;;01;USD;01;01;02;64190;00;0.00;0;01;05;01;00;02-12-2025;20-04-2023;;;02-12-2025;05;02;S;N
042300129509406860306;91510097611;MZ5904230012950940686030616564197152;AG100806;;02;MZN;01;01;05;85210;00;0.00;0;01;03;01;00;20-07-2025;06-01-2020;;;20-07-2025;03;01;G;N
041865345827215759600;91409802129;MZ5904186534582721575960004489606809;AG080804;;01;MZN;01;01;01;47210;00;0.00;0;02;05;01;00;01-08-2025;11-06-2024;;;01-08-2025;05;01;S;N
048271234027641471737;74654273449;MZ5904827123402764147173750476406657;AG100404;;02;MZN;07;02;05;41000;02;7015341.11;383;00;04;01;00;09-02-2025;30-06-2018;;;09-02-2025;04;03;G;N
043716049367391352728;76581599843;MZ5904371604936739135272885593776672;AG071309;;03;MZN;04;02;05;47110;01;4631246.88;149;00;05;01;00;11-06-2025;13-01-2018;;;11-06-2025;05;01;G;N
046952164563241113914;04519987346;MZ5904695216456324111391485141746990;AG042101;;03;MZN;01;01;02;41000;00;0.00;0;02;01;01;00;19-06-2025;18-02-2017;;;19-06-2025;01;01;G;N
048304130106941395702;37365293502;MZ5904830413010694139570213732876348;AG100501;;01;MZN;06;02;03;41000;01;6074722.73;239;00;03;01;00;01-01-2025;13-08-2017;;;01-01-2025;03;01;S;N
044914912305612534402;76467883258;MZ5904491491230561253440294413529253;AG031909;;01;MZN;01;01;04;47210;00;0.00;0;01;02;01;00;24-11-2025;03-07-2021;;;24-11-2025;02;02;S;N
043951844803264436515;59209885355;MZ5904395184480326443651569196481062;AG041407;;05;MZN;01;01;03;47300;00;0.00;0;02;03;01;00;12-03-2025;06-11-2020;;;12-03-2025;03;02;S;N
048036717986564280968;54588669726;MZ5904803671798656428096838502490483;AG030301;;02;MZN;06;02;05;49230;04;10670838.00;322;00;03;01;00;25-09-2025;07-11-2017;;;25-09-2025;03;03;S;N
048412711185367993342;27590081049;MZ5904841271118536799334299957556019;AG032108;;02;MZN;01;01;04;55101;00;0.00;0;01;02;01;00;28-01-2025;18-08-2021;;;28-01-2025;02;05;G;S
041964958534093664388;53704224839;MZ5904196495853409366438856231699043;AG031307;;01;MZN;01;01;05;47210;00;0.00;0;02;04;01;00;05-10-2025;30-05-2020;;;05-10-2025;04;02;S;N
