NUIB;Referência do crédito;Situação da operação;Estado de renegociação;Gestão de cobrança;Data da renegociação;Data do contencioso ou abate do activo;Montante desembolsado/ utilizado;Saldo de capital em dívida;Saldo de capital vencido;Juros vencidos;Juros vincendos;Juros de mora acumulados;Valor da prestação;Taxa de juros de referência;Taxa de juros efectiva;Taxa de juros de mora;Data início de atraso;N.º de dias de atraso;N.º de dias de atraso.1;N.º de prestações em atraso;Comissão de liquidação;Montante cobrado
21426434205;BCO04CRD000002279;REG;NRE;CON;;;523471.44;523471.44;0.00;0.00;26173.57;0.00;4892.26;14.7272;24.1646;31.8728;;0;0;0;0.1609;0.00
67405147447;BCO04CRD000002311;REG;NRE;NOR;;;333535.25;333535.25;0.00;0.00;16676.76;0.00;4697.68;11.6682;18.3772;22.9847;;0;0;0;2.3817;0.00
18938439661;BCO04CRD000002366;REG;NRE;NOR;;;556490.20;556490.20;0.00;0.00;27824.51;0.00;16367.36;18.2485;25.6423;32.1974;;0;0;0;1.1710;0.00
82041417182;BCO04CRD000003131;REG;NRE;NOR;;;1502067.63;1502067.63;0.00;0.00;75103.38;0.00;12517.23;14.2245;19.8135;27.0627;;0;0;0;1.3382;0.00
34125856357;BCO04CRD000002136;REG;NRE;NOR;;;282599.43;282599.43;0.00;0.00;14129.97;0.00;20185.67;13.6455;19.5145;25.1253;;0;0;0;1.9058;0.00
30859962150;BCO04CRD000000764;VEN;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.8983;25.9541;30.7895;27-01-2025;74;74;10;0.6683;0.00
94230161397;BCO04CRD000002434;REG;NRE;NOR;;;325290.02;325290.02;0.00;0.00;16264.50;0.00;32529.00;16.0757;18.9659;24.3427;;0;0;0;0.6115;0.00
22104929236;BCO04CRD000000931;VEN;NRE;NOR;;;2689811.49;2604503.30;85308.19;8530.82;134490.57;1053.02;112075.48;12.1949;16.0210;21.4187;27-01-2026;206;206;2;1.4802;0.00
48497776521;BCO04CRD000001264;REG;NRE;NOR;;;182733.05;182733.05;0.00;0.00;9136.65;0.00;2284.16;14.3354;19.5828;24.4207;;0;0;0;2.2754;0.00
35314308811;BCO04CRD000001806;REG;NRE;NOR;;;924027.04;924027.04;0.00;0.00;46201.35;0.00;14437.92;17.8976;20.8067;27.8616;;0;0;0;1.4647;0.00
28298958472;BCO04CRD000001775;REG;NRE;NOR;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.6753;19.4672;29.7529;;0;0;0;2.4277;0.00
37996484287;BCO04CRD000001458;VEN;NRE;NOR;;;7408904.96;6056987.07;1351917.89;135191.79;370445.25;21027.31;145272.65;15.1202;20.3304;25.6933;01-06-2026;92;92;5;0.4006;0.00
32216393694;BCO04CRD000003059;REG;NRE;NOR;;;627607.46;627607.46;0.00;0.00;31380.37;0.00;16515.99;11.9137;18.1853;19.6612;;0;0;0;0.6348;0.00
39651913479;BCO04CRD000000102;REG;NRE;NOR;;;1398314.19;1398314.19;0.00;0.00;69915.71;0.00;66586.39;17.8773;21.0752;24.0925;;0;0;0;2.4739;0.00
