NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
93105592368;CLI028140845377673206;AG080309;Agência Govuro;BCO01PED000000001;BCO01CRD000000001;D;13-03-2025;R;41;N;1;3;N;PME01;PME01 Produto de crédito;SLA;101;NVE;205;9860607.11;0.00;MZN;;;;94;;0;7;1;1;5.1340;11918.52;N;S;N;080301;-12.1598;30.6970;55101;M;84.85
78885954580;CLI382493743516308551;AG030809;Agência Mecuburi;BCO01PED000000002;BCO01CRD000000002;O;20-10-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;IRR;202;NVE;103;1071868.48;818723.20;MZN;08-11-2025;11-11-2025;11-12-2025;57;30-11-2027;3;4;1;5;7.6715;19539.70;N;S;S;030801;-22.7193;39.1317;96020;P;
48811999329;CLI811606648656032583;AG011604;Agência Sanga;BCO01PED000000003;BCO01CRD000000003;A;07-07-2025;P;;E;1;3;N;COM01;COM01 Produto de crédito;JUR;203;NVE;201;4709484.24;0.00;MZN;;;;106;;0;6;1;5;6.7804;19717.26;N;N;N;011602;-25.5313;35.7124;56101;C;
34339418872;CLI537904522302695941;AG031309;Agência Monapo;BCO01PED000000004;BCO01CRD000000004;O;21-11-2025;A;;N;1;1;N;AGR01;AGR01 Produto de crédito;FIA;401;NVE;101;683909.04;464329.78;USD;08-12-2025;15-12-2025;14-01-2026;117;09-10-2030;68;6;2;7;9.0185;12634.14;N;S;N;031303;-21.3165;33.7600;41000;M;50.48
43647517886;CLI840794325894799810;AG030902;Agência Memba;BCO01PED000000005;BCO01CRD000000005;A;05-10-2025;R;41;N;1;3;N;HAB01;HAB01 Produto de crédito;OUT;300;VER;201;2792845.59;0.00;MZN;;;;76;;0;8;1;8;5.2042;14797.45;N;S;N;030903;-22.2764;33.2075;56101;M;15.54
86891771567;CLI447428290194262809;AG050508;Agência Chifunde;BCO01PED000000006;BCO01CRD000000006;A;02-09-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;BUL;402;NVE;109;523110.55;501938.91;MZN;20-09-2025;24-09-2025;24-10-2025;80;14-12-2034;40;2;1;6;7.6894;8008.00;S;S;N;050503;-22.9952;39.4909;96020;C;
57163370089;CLI863317805529359618;AG010104;Agência Lichinga;BCO01PED000000007;BCO01CRD000000007;D;28-10-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;JUR;400;NVE;103;654307.15;530102.02;MZN;05-11-2025;13-11-2025;13-12-2025;153;04-08-2034;28;3;1;2;8.6601;17089.41;S;N;S;010102;-24.7246;32.5455;01130;P;
36294164741;CLI649528919213977547;AG051002;Agência Moatize;BCO01PED000000008;BCO01CRD000000008;O;15-06-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;IRR;200;NVE;203;26968959.96;20464507.31;MZN;19-06-2025;19-06-2025;19-07-2025;64;11-09-2034;44;5;1;6;5.9555;2705.81;N;N;S;051001;-15.0030;32.7293;85210;C;
76903746113;CLI130338349325307309;AG090401;Agência Chicualacuala;BCO01PED000000009;BCO01CRD000000009;A;12-11-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;OUT;203;NVE;105;637820.96;536841.61;MZN;13-11-2025;15-11-2025;15-12-2025;85;24-12-2026;103;4;3;5;4.3008;12111.25;N;S;N;090403;-22.2974;32.3565;41000;M;33.74
34201912551;CLI238756765186043545;AG030108;Agência Nampula;BCO01PED000000010;BCO01CRD000000010;A;20-01-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;300;VER;100;117297.58;77954.69;MZN;27-01-2025;27-01-2025;26-02-2025;132;26-10-2027;11;9;1;5;12.0041;7280.42;N;S;N;030102;-23.8368;36.9778;47300;C;
97308403444;CLI047744365972997423;AG091001;Agência Massangena;BCO01PED000000011;BCO01CRD000000011;P;07-09-2025;A;;N;1;3;C;PME01;PME01 Produto de crédito;FIA;201;NVE;111;1193502.72;1047188.03;MZN;05-10-2025;12-10-2025;11-11-2025;171;21-07-2034;50;3;1;2;10.3297;3821.39;S;N;N;091001;-25.3164;30.6960;56101;P;
