NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
36028365622;CLI210843128568310842;AG021509;Agência Palma;BCO02PED000000001;BCO02CRD000000001;P;12-07-2025;A;;N;1;1;C;AGR01;AGR01 Produto de crédito;JUR;102;NVE;101;1283886.61;1165347.85;MZN;29-07-2025;30-07-2025;29-08-2025;77;18-04-2027;12;4;1;5;6.3154;16274.51;N;N;N;021502;-24.0040;38.6109;47300;P;
33894748245;CLI599321257163626240;AG090903;Agência Mandlakazi;BCO02PED000000002;BCO02CRD000000002;D;08-09-2025;A;;N;1;1;N;PES01;PES01 Produto de crédito;IRR;201;NVE;206;2487130.96;1467448.85;MZN;08-10-2025;16-10-2025;15-11-2025;107;27-11-2029;108;8;3;7;4.1846;9652.02;N;N;S;090903;-22.3053;39.2884;86100;P;
61979028983;CLI022043531291108993;AG032008;Agência Rapale;BCO02PED000000003;BCO02CRD000000003;A;13-11-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;BUL;403;NVE;105;126506.08;111499.00;MZN;14-11-2025;19-11-2025;19-12-2025;67;05-08-2028;34;4;1;7;8.3071;7793.32;S;N;N;032001;-23.9689;33.9982;85210;P;
90419206842;CLI528116673177880390;AG070501;Agência Cheringoma;BCO02PED000000004;BCO02CRD000000004;O;01-10-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;BUL;300;NVE;105;131375.53;79779.90;USD;22-10-2025;30-10-2025;29-11-2025;58;11-09-2026;12;8;2;1;10.3926;5247.25;S;N;N;070501;-12.4264;39.6695;01110;C;
67914733476;CLI676421805056437239;AG100405;Agência Manhica;BCO02PED000000005;BCO02CRD000000005;D;02-10-2025;A;;N;1;2;C;PME01;PME01 Produto de crédito;BUL;200;NVE;102;4821989.25;3851727.91;MZN;10-10-2025;17-10-2025;16-11-2025;33;21-07-2033;52;3;1;7;10.0681;487.84;S;N;N;100405;-20.3140;30.3503;47210;C;
81186775668;CLI891004643587692317;AG071009;Agência Maringue;BCO02PED000000006;BCO02CRD000000006;O;24-07-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;BUL;102;NVE;107;2062585.57;1387286.38;MZN;10-08-2025;13-08-2025;12-09-2025;162;31-10-2027;66;1;2;3;8.9466;885.35;S;N;S;071003;-22.1313;32.3682;55101;P;
74822380128;CLI460278378648573868;AG031503;Agência Muecate;BCO02PED000000007;BCO02CRD000000007;O;05-08-2025;A;;E;1;3;N;HAB01;HAB01 Produto de crédito;BUL;203;NVE;204;4928733.42;3002913.23;MZN;20-08-2025;27-08-2025;26-09-2025;90;24-10-2026;41;1;1;5;6.0240;18064.37;S;S;S;031502;-13.3283;37.2744;86100;C;
54198190155;CLI231625359277419930;AG030108;Agência Nampula;BCO02PED000000008;BCO02CRD000000008;D;22-08-2025;P;;N;1;3;N;PME01;PME01 Produto de crédito;IRR;300;NVE;105;933064.42;0.00;MZN;;;;52;;0;7;1;8;8.4790;4031.24;S;N;N;030105;-11.0218;39.0336;01110;P;
52531248652;CLI243201647183885284;AG070307;Agência Caia;BCO02PED000000009;BCO02CRD000000009;P;24-07-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;404;NVE;104;2572540.86;1533120.36;EUR;20-08-2025;23-08-2025;22-09-2025;113;19-12-2033;105;6;1;6;5.3258;17955.71;N;S;S;070302;-21.0660;32.7780;86100;C;
92939227164;CLI064400372895788864;AG070104;Agência Cidade da Beira;BCO02PED000000010;BCO02CRD000000010;P;04-05-2025;P;;N;1;3;N;COM01;COM01 Produto de crédito;IRR;203;NVE;102;969039.08;0.00;ZAR;;;;3;;0;1;1;3;8.8430;19069.37;S;N;N;070103;-17.2823;37.9035;49230;M;23.20
71322308600;CLI753159070189673326;AG050506;Agência Chifunde;BCO02PED000000011;BCO02CRD000000011;A;04-01-2025;P;;N;1;3;N;AGR01;AGR01 Produto de crédito;JUR;403;NVE;103;466235.75;0.00;MZN;;;;12;;0;3;1;7;14.9386;18523.19;N;S;S;050503;-20.4582;33.3282;01110;M;40.59
51007681158;CLI392746209825924223;AG050805;Agência Magoe;BCO02PED000000012;BCO02CRD000000012;A;10-01-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;BUL;102;VER;205;3002075.27;2366749.44;MZN;18-01-2025;24-01-2025;23-02-2025;2;15-01-2033;117;6;1;6;5.5526;12055.00;N;N;S;050801;-11.2700;35.1955;85210;M;29.98
94911061975;CLI214915346070186333;AG071003;Agência Maringue;BCO02PED000000013;BCO02CRD000000013;D;24-01-2025;P;;N;1;3;N;PES01;PES01 Produto de crédito;IRR;101;NVE;100;200813.36;0.00;MZN;;;;20;;0;4;1;1;13.5331;2005.11;S;N;S;071002;-16.8165;32.4083;64190;M;67.31
93832806791;CLI132941917577397518;AG100207;Agência Boane;BCO02PED000000014;BCO02CRD000000014;P;13-01-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;OUT;204;NVE;107;479125.81;299332.41;USD;17-01-2025;17-01-2025;16-02-2025;132;13-02-2030;92;6;2;6;4.3092;19848.55;S;N;N;100201;-10.0049;32.3070;85210;C;
66813094495;CLI609158850097031452;AG071006;Agência Maringue;BCO02PED000000015;BCO02CRD000000015;O;03-09-2025;P;;E;1;3;N;EMP01;EMP01 Produto de crédito;FIA;102;NVE;200;5830576.00;0.00;MZN;;;;89;;0;5;1;8;4.4967;6625.38;S;S;N;071003;-11.2072;34.2601;96020;M;47.29
68518001733;CLI409668785950143421;AG050709;Agência Macanga;BCO02PED000000016;BCO02CRD000000016;A;24-04-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;SLA;203;NVE;110;782502.74;540780.60;MZN;02-05-2025;05-05-2025;04-06-2025;164;05-01-2035;62;8;1;8;9.0638;13366.32;S;S;N;050701;-14.1067;32.6402;86100;C;
22890792024;CLI519093935281667053;AG020905;Agência Mocimboa da Praia;BCO02PED000000017;BCO02CRD000000017;P;12-10-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;204;NVE;100;1526987.29;921758.79;MZN;14-10-2025;22-10-2025;21-11-2025;40;19-12-2033;92;1;1;2;3.8241;7127.39;N;N;N;020902;-12.4062;38.2175;41000;P;
90598664056;CLI619587783764987291;AG021302;Agência Namuno;BCO02PED000000018;BCO02CRD000000018;P;03-08-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;200;NVE;204;23385677.58;16615768.02;MZN;07-08-2025;07-08-2025;06-09-2025;48;24-06-2030;15;2;1;5;2.5409;10601.38;N;N;N;021305;-13.4090;39.4065;47110;P;
69790507908;CLI570023108432402312;AG080408;Agência Homoine;BCO02PED000000019;BCO02CRD000000019;P;09-07-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;OUT;101;NVE;110;4545077.33;3916690.94;EUR;10-07-2025;17-07-2025;16-08-2025;45;14-03-2032;57;7;1;7;9.7632;15208.30;N;S;S;080402;-13.2060;35.4940;64190;P;
57362572116;CLI940839132656864038;AG011106;Agência Mecula;BCO02PED000000020;BCO02CRD000000020;P;24-10-2025;P;;N;1;3;N;EMP01;EMP01 Produto de crédito;JUR;101;NVE;105;746960.40;0.00;MZN;;;;170;;0;6;2;5;6.1243;9573.46;S;S;S;011101;-13.5236;32.4846;55101;C;
75365338519;CLI361262243274790068;AG032109;Agência Ribáuè;BCO02PED000000021;BCO02CRD000000021;D;18-03-2025;A;;N;1;1;N;COM01;COM01 Produto de crédito;OUT;203;NVE;107;5889167.49;4145396.38;MZN;15-04-2025;22-04-2025;22-05-2025;140;24-04-2029;115;9;2;5;6.4787;11240.04;S;N;S;032101;-18.1646;33.2639;01110;P;
42989658362;CLI272535708059514357;AG071302;Agência Nhamatanda;BCO02PED000000022;BCO02CRD000000022;O;30-10-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;IRR;300;NVE;107;770182.95;503894.74;MZN;27-11-2025;04-12-2025;03-01-2026;79;23-05-2028;115;4;1;7;10.4159;3254.26;S;S;S;071302;-25.2583;35.5035;01130;P;
51156641598;CLI666142436251929851;AG050706;Agência Macanga;BCO02PED000000023;BCO02CRD000000023;P;01-02-2025;A;;N;1;1;N;HAB01;HAB01 Produto de crédito;SLA;202;NVE;111;1197291.08;1045277.53;MZN;12-02-2025;22-02-2025;24-03-2025;43;08-07-2034;55;4;1;5;8.6902;5170.23;N;N;S;050702;-23.7070;38.1505;47730;P;
02420694417;CLI832967138972065468;AG011008;Agência Mecanhelas;BCO02PED000000024;BCO02CRD000000024;P;02-06-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;202;NVE;111;337338.08;254879.06;MZN;30-06-2025;04-07-2025;03-08-2025;14;09-05-2028;36;7;2;6;4.9691;5608.79;N;N;S;011001;-18.6673;36.9512;86100;C;
17149307045;CLI309837879854847071;AG100109;Agência Cidade da Matola;BCO02PED000000025;BCO02CRD000000025;D;27-06-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;300;NVE;108;653171.43;548769.87;ZAR;07-07-2025;07-07-2025;06-08-2025;85;27-06-2033;64;4;1;8;7.1558;16217.59;N;S;S;100101;-24.2321;34.9631;47110;P;
59131504784;CLI000936711781718241;AG040806;Agência Lugela;BCO02PED000000026;BCO02CRD000000026;D;09-02-2025;R;12;N;1;1;N;AGR01;AGR01 Produto de crédito;IRR;402;VER;104;388866.73;0.00;MZN;;;;8;;0;2;2;1;4.2297;16571.20;N;S;N;040801;-20.9282;35.1038;01110;P;
33355583184;CLI289141590706265563;AG081101;Agência Morrumbene;BCO02PED000000027;BCO02CRD000000027;O;09-09-2025;P;;N;1;2;N;COM01;COM01 Produto de crédito;JUR;100;NVE;202;17821638.94;0.00;MZN;;;;26;;0;4;1;1;4.2838;2742.24;S;N;N;081101;-14.9771;39.2443;01110;C;
99610187363;CLI930233540515558178;AG010503;Agência Majune;BCO02PED000000028;BCO02CRD000000028;P;05-08-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;BUL;100;NVE;101;878073.88;498008.95;MZN;04-09-2025;10-09-2025;10-10-2025;112;26-11-2026;15;7;1;2;8.2377;15462.90;N;N;N;010502;-16.0136;35.0210;85210;P;
57562837880;CLI719057968246369758;AG060203;Agência Barue;BCO02PED000000029;BCO02CRD000000029;A;01-02-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;OUT;204;NVE;108;183724.47;117493.72;MZN;14-02-2025;23-02-2025;25-03-2025;138;14-01-2029;116;3;1;8;1.7864;6680.06;S;S;S;060202;-17.5219;36.7392;01130;C;
80868170988;CLI692246484448734539;AG080504;Agência Inharrime;BCO02PED000000030;BCO02CRD000000030;O;05-05-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;BUL;204;NVE;109;988900.41;550101.44;USD;14-05-2025;21-05-2025;20-06-2025;90;14-03-2031;21;3;1;2;7.9549;7574.86;S;S;S;080501;-15.1079;38.1252;47300;P;
20067886551;CLI933432939813872736;AG030605;Agência Malema;BCO02PED000000031;BCO02CRD000000031;P;16-09-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;SLA;100;NVE;104;1300402.35;973567.21;MZN;19-09-2025;19-09-2025;19-10-2025;74;08-06-2027;55;5;1;1;6.8075;5816.26;N;S;S;030601;-18.8220;31.5006;62010;P;
62269205754;CLI990747044614690778;AG030205;Agência Angoche;BCO02PED000000032;BCO02CRD000000032;O;05-05-2025;A;;N;1;2;N;EMP01;EMP01 Produto de crédito;JUR;102;NVE;201;9586814.03;7658129.10;MZN;15-05-2025;24-05-2025;23-06-2025;100;27-06-2030;46;5;1;1;3.8074;4883.10;N;N;S;030203;-24.0403;31.0781;86100;C;
31721166523;CLI944641036527518809;AG100408;Agência Manhica;BCO02PED000000033;BCO02CRD000000033;A;13-11-2025;A;;N;1;1;N;PME01;PME01 Produto de crédito;SLA;402;NVE;105;649134.13;496217.24;MZN;30-11-2025;06-12-2025;05-01-2026;27;29-06-2031;43;4;1;1;6.6947;16017.18;S;N;N;100404;-21.7641;36.5954;86100;P;
24652220733;CLI181017054126031280;AG050608;Agência Chiúta;BCO02PED000000034;BCO02CRD000000034;P;16-04-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;SLA;204;NVE;104;2111500.98;1185716.83;USD;16-05-2025;20-05-2025;19-06-2025;104;07-01-2033;40;3;1;8;8.3765;16552.12;S;S;S;050601;-14.3479;30.3647;62010;M;48.61
10890633165;CLI221557452500796655;AG090908;Agência Mandlakazi;BCO02PED000000035;BCO02CRD000000035;D;26-08-2025;A;;E;2;2;N;AGR01;AGR01 Produto de crédito;JUR;402;NVE;205;3595502.13;2332421.72;MZN;25-09-2025;30-09-2025;30-10-2025;167;21-11-2032;82;3;2;8;4.7277;3199.30;N;S;S;090902;-10.1720;34.4667;86100;P;
52060543718;CLI059233015998658171;AG100502;Agência Marracuene;BCO02PED000000036;BCO02CRD000000036;O;22-08-2025;A;;N;1;2;N;COM01;COM01 Produto de crédito;SLA;300;NVE;102;397788.51;346668.67;MZN;11-09-2025;15-09-2025;15-10-2025;170;23-12-2026;8;5;2;6;9.1603;7191.86;S;S;N;100501;-19.9353;36.3649;41000;C;
39646452215;CLI608575587401837886;AG070602;Agência Chibabava;BCO02PED000000037;BCO02CRD000000037;O;13-01-2025;A;;N;1;1;N;HAB01;HAB01 Produto de crédito;IRR;204;NVE;105;1038697.07;631151.96;MZN;05-02-2025;09-02-2025;11-03-2025;7;25-10-2026;47;3;1;3;9.4923;19814.33;S;N;N;070602;-14.7446;34.2530;49230;C;
97467539555;CLI103234988710798943;AG021101;Agência Mueda;BCO02PED000000038;BCO02CRD000000038;O;09-01-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;OUT;204;NVE;201;4003088.70;2360690.78;MZN;13-01-2025;21-01-2025;20-02-2025;123;28-06-2027;25;5;2;6;6.7226;13227.35;S;N;N;021104;-14.6186;39.2782;86100;M;37.22
77650191334;CLI235862340481646858;AG032105;Agência Ribáuè;BCO02PED000000039;BCO02CRD000000039;A;17-11-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;SLA;204;NVE;105;1600467.95;1162899.14;MZN;24-11-2025;28-11-2025;28-12-2025;39;08-11-2030;11;6;2;5;4.8604;11852.33;N;S;S;032101;-21.6723;35.2542;49230;P;
