ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO08TPOS0000000001;BCO08POS0000025;10-08-2025 10:53:40;5284.95;78.60;6375383648289855211;087835185313165779659;876750183
BCO08TPOS0000000002;BCO08POS0000081;01-03-2025 20:34:10;7921.05;75.60;5457081904264905374;087905390702875330858;856816877
BCO08TPOS0000000003;BCO08POS0000015;26-09-2025 08:07:28;2106.83;29.60;2354061329096984086;088498147925495472955;853250475
BCO08TPOS0000000004;BCO08POS0000090;20-09-2025 19:26:12;7111.77;86.35;2155362647497651376;083108966021295270062;866015545
BCO08TPOS0000000005;BCO08POS0000060;15-02-2025 17:28:37;2167.75;34.16;1902165965269153257;088982822123324827894;858054579
BCO08TPOS0000000006;BCO08POS0000077;17-05-2025 09:45:05;5763.76;13.84;1005805256652824933;089698576648144687961;842384285
BCO08TPOS0000000007;BCO08POS0000053;06-07-2025 17:14:57;311.02;7.30;7995713899181390253;087871061160266850931;879750831
BCO08TPOS0000000008;BCO08POS0000109;10-04-2025 18:03:32;322.99;3.61;7966764450059004633;088498147925495472955;873635317
BCO08TPOS0000000009;BCO08POS0000037;20-01-2025 15:17:31;2083.46;17.79;9842466296242154967;086424614990555913978;874147439
BCO08TPOS0000000010;BCO08POS0000038;08-12-2025 17:16:37;2542.11;33.53;6474332189635907947;084137372021770920563;825281922
BCO08TPOS0000000011;BCO08POS0000042;10-04-2025 11:14:34;556.04;5.58;0489299659589965806;088382273236102499636;821528692
BCO08TPOS0000000012;BCO08POS0000071;10-02-2025 08:57:07;890.24;13.28;5068287709459542773;084409417880755080413;854941146
BCO08TPOS0000000013;BCO08POS0000060;06-07-2025 14:07:47;1125.22;4.85;6634156236556320942;087428202846540344039;867910474
BCO08TPOS0000000014;BCO08POS0000104;03-10-2025 10:19:35;2217.60;54.42;3552018216502006257;081251982969067560893;874038102
BCO08TPOS0000000015;BCO08POS0000040;05-08-2025 17:37:29;1418.51;8.70;1657528981547433408;088545549570463999552;840834403
BCO08TPOS0000000016;BCO08POS0000108;12-03-2025 11:36:57;28428.63;536.02;9686422002590510114;088938912630930715003;852607322
BCO08TPOS0000000017;BCO08POS0000041;12-11-2025 18:38:23;4039.64;19.29;3991847581592640173;081476665215312222061;871810300
BCO08TPOS0000000018;BCO08POS0000115;10-07-2025 08:19:06;474.66;5.19;4101281093562177375;081307641340789186762;840015858
BCO08TPOS0000000019;BCO08POS0000117;27-01-2025 12:37:07;9518.05;154.59;7237016732577369204;087385812301110053941;843786360
BCO08TPOS0000000020;BCO08POS0000065;04-08-2025 16:33:33;2134.13;20.68;7644653052421134878;080886339257962424037;849266491
BCO08TPOS0000000021;BCO08POS0000081;05-07-2025 12:14:02;1979.30;23.90;3202253187139791273;083716696837887214730;823770118
BCO08TPOS0000000022;BCO08POS0000115;23-12-2025 15:31:22;168.50;1.66;8212220180776928320;081283836341658895302;859496477
BCO08TPOS0000000023;BCO08POS0000010;20-05-2025 21:16:20;3621.50;61.34;1214818399715998486;085497302624293582842;862289437
BCO08TPOS0000000024;BCO08POS0000112;22-09-2025 07:52:43;1021.96;24.35;2423951485224263919;089014339999382755869;851968202
BCO08TPOS0000000025;BCO08POS0000069;30-04-2025 12:08:25;630.77;14.36;2454166737769916466;080874089434220220172;842420909
BCO08TPOS0000000026;BCO08POS0000089;02-03-2025 22:26:00;504.31;7.74;4608215788382683242;084326944838028739648;858353982
BCO08TPOS0000000027;BCO08POS0000025;25-02-2025 09:25:22;1193.55;14.24;9575367709940399662;088823762363310380998;867910733
BCO08TPOS0000000028;BCO08POS0000083;06-09-2025 17:04:55;2559.34;61.91;2644185226048137471;087420436965492255573;824367456
BCO08TPOS0000000029;BCO08POS0000041;13-04-2025 13:18:15;9249.36;126.11;8429144772079121593;083987476262720190759;853874187
BCO08TPOS0000000030;BCO08POS0000061;02-04-2025 13:13:10;29028.13;347.31;8173551403822177437;081342034361949764433;866092880
BCO08TPOS0000000031;BCO08POS0000040;24-10-2025 01:35:05;1349.38;11.70;8609828750727872851;086038789337008956220;865940838
BCO08TPOS0000000032;BCO08POS0000024;15-05-2025 02:13:14;565.79;8.29;3668605027014470636;088033002403800131527;865517665
BCO08TPOS0000000033;BCO08POS0000066;30-12-2025 17:40:26;2801.91;66.73;5728743716260453605;087224679553239063825;850095157
BCO08TPOS0000000034;BCO08POS0000027;15-04-2025 08:39:24;1437.59;27.82;2618424370400156557;086332046320636328633;860095424
BCO08TPOS0000000035;BCO08POS0000016;15-02-2025 14:59:34;1834.04;12.55;3608564434602704861;089493981674729406894;872767089
BCO08TPOS0000000036;BCO08POS0000096;30-05-2025 08:03:02;2378.00;24.13;4175679996621159225;084095272089342586296;844219080
BCO08TPOS0000000037;BCO08POS0000091;16-02-2025 20:52:32;3118.77;58.33;3546248491211929991;084363576653789691635;821166773
BCO08TPOS0000000038;BCO08POS0000110;01-12-2025 22:08:12;531.41;7.77;2196941932852401235;080453177859747012650;879917573
BCO08TPOS0000000039;BCO08POS0000080;21-06-2025 14:37:02;6035.98;104.49;4667909535649605549;089588045321357584530;875287681
BCO08TPOS0000000040;BCO08POS0000063;20-09-2025 17:59:04;590.29;5.86;1399949375254937859;081527991349735711480;854992012
BCO08TPOS0000000041;BCO08POS0000032;11-04-2025 12:05:05;1276.18;4.36;5386904609132857559;087665103623079443514;846436490
BCO08TPOS0000000042;BCO08POS0000065;08-10-2025 19:42:33;1289.84;23.28;2536503478091089103;083592682334961672819;825990056
BCO08TPOS0000000043;BCO08POS0000035;27-03-2025 15:42:40;929.49;18.34;8133506091593533565;089592432072023926319;850224966
BCO08TPOS0000000044;BCO08POS0000003;09-08-2025 18:20:25;5396.95;34.17;5212876237653172872;081558235943257969501;824739242
BCO08TPOS0000000045;BCO08POS0000030;06-02-2025 12:24:11;296.86;2.36;9882021567734515913;083126156462784237111;820034930
BCO08TPOS0000000046;BCO08POS0000114;07-09-2025 13:28:31;1501.02;25.84;7081780043624538979;089567248764034534670;845225064
BCO08TPOS0000000047;BCO08POS0000014;04-01-2025 17:27:18;4574.23;85.23;2689447212756331567;086828527293549578719;826317924
BCO08TPOS0000000048;BCO08POS0000089;15-02-2025 17:59:22;2084.15;8.08;7435466731595426914;080115004714298072754;845886668
BCO08TPOS0000000049;BCO08POS0000014;16-11-2025 15:11:08;533.00;1.17;5157425013448145650;080004380553629249132;863045524
BCO08TPOS0000000050;BCO08POS0000072;15-07-2025 12:47:37;2298.83;5.25;0392668414741076593;087203090919851264381;859543473
BCO08TPOS0000000051;BCO08POS0000006;20-08-2025 14:58:27;9175.55;137.88;9145597612499913315;081039542029920352518;861190249
BCO08TPOS0000000052;BCO08POS0000074;07-01-2025 13:39:59;17381.33;106.05;9525223164995576207;081659264492035640772;874627633
BCO08TPOS0000000053;BCO08POS0000063;08-05-2025 11:47:56;2568.02;48.31;9879153783814584389;084709064729139041152;860897008
BCO08TPOS0000000054;BCO08POS0000113;02-05-2025 16:21:17;625.02;4.25;3994205483923554381;081644272575974206256;820334985
BCO08TPOS0000000055;BCO08POS0000049;14-09-2025 17:33:56;10710.49;229.62;5769845512607972221;081523437188283972791;825158698
BCO08TPOS0000000056;BCO08POS0000056;05-05-2025 09:57:34;4161.86;84.53;4957694375700538090;084572351711262004928;860290198
BCO08TPOS0000000057;BCO08POS0000119;13-11-2025 12:45:20;1051.93;16.82;0095075003446314463;089556048122866497737;828537334
BCO08TPOS0000000058;BCO08POS0000097;19-02-2025 12:18:48;1019.10;24.89;1728075898343589340;084979044047830675284;852920819
BCO08TPOS0000000059;BCO08POS0000085;16-09-2025 11:57:03;1054.53;18.55;5998966585816172584;083824780507980365578;840451400
BCO08TPOS0000000060;BCO08POS0000105;16-05-2025 15:42:27;6759.65;107.35;5269330126953346369;080743575789219269287;840338726
BCO08TPOS0000000061;BCO08POS0000021;21-12-2025 14:37:24;476.23;8.33;9006927131577175346;082452042439703734632;858464865
BCO08TPOS0000000062;BCO08POS0000019;22-11-2025 18:53:16;562.82;8.46;5698330106761626907;085286689863075484792;821763773
BCO08TPOS0000000063;BCO08POS0000082;23-11-2025 06:00:34;582.18;4.18;8923625408098345946;085750568399040506761;863431618
BCO08TPOS0000000064;BCO08POS0000056;04-09-2025 18:49:50;1375.65;24.98;2193596329808364770;083361416320766836015;824984245
BCO08TPOS0000000065;BCO08POS0000099;28-09-2025 13:37:40;942.59;16.35;8870450638109994727;085468988669239752160;869468143
BCO08TPOS0000000066;BCO08POS0000071;14-08-2025 07:17:24;2369.56;3.46;9251932438041520892;086640177943709663989;829967349
BCO08TPOS0000000067;BCO08POS0000059;01-10-2025 10:28:53;2876.04;69.90;5379478919291028578;086873533284983033965;864600670
BCO08TPOS0000000068;BCO08POS0000030;01-01-2025 10:42:36;331.50;2.36;4892774513873670995;088335395148622836575;866000597
BCO08TPOS0000000069;BCO08POS0000085;12-11-2025 12:50:19;2320.38;29.69;3553077532262491010;085847360539554663898;878199765
BCO08TPOS0000000070;BCO08POS0000057;21-02-2025 00:58:18;486.91;1.68;0827265808503588252;080542499665495036203;840840326
BCO08TPOS0000000071;BCO08POS0000027;16-02-2025 14:34:13;1085.11;12.17;7063274267539595344;083319020370242668022;828619512
BCO08TPOS0000000072;BCO08POS0000005;28-09-2025 19:11:00;1051.25;10.17;8232794726104074456;085208428020933618172;867287925
BCO08TPOS0000000073;BCO08POS0000016;04-11-2025 09:55:06;3341.53;27.71;8269217052860009703;086977923484460263902;843264901
BCO08TPOS0000000074;BCO08POS0000068;30-11-2025 13:34:53;1019.34;6.18;7025599999883617403;087469820627244855241;858541468
BCO08TPOS0000000075;BCO08POS0000075;18-03-2025 18:07:51;399.62;7.68;1233398742360348818;085244854598210800837;844711424
BCO08TPOS0000000076;BCO08POS0000056;09-10-2025 11:45:14;6376.69;140.88;4618570389324097488;086346314683011183631;869993849
BCO08TPOS0000000077;BCO08POS0000004;28-01-2025 10:29:16;950.72;11.63;1017506737157349986;084833134425942506529;854639850
BCO08TPOS0000000078;BCO08POS0000042;14-09-2025 16:54:50;1477.55;10.48;4651457563116534915;087660682725722492828;847110856
BCO08TPOS0000000079;BCO08POS0000013;06-06-2025 15:47:41;9051.05;59.72;4803614947152416459;084881100925369528859;855041472
BCO08TPOS0000000080;BCO08POS0000110;13-10-2025 16:34:30;2496.58;38.12;2977174603849622236;089503057167936062663;860417014
BCO08TPOS0000000081;BCO08POS0000111;29-05-2025 11:05:02;3693.58;87.19;7394517327318612736;081310130997084523427;857990698
BCO08TPOS0000000082;BCO08POS0000110;09-12-2025 18:58:55;597.77;1.43;0839687426232773350;084346684084204533651;856290448
BCO08TPOS0000000083;BCO08POS0000107;11-07-2025 15:59:32;7555.43;57.57;4905550446763643541;088477457160880913621;822711143
BCO08TPOS0000000084;BCO08POS0000109;23-05-2025 02:00:57;4593.31;70.37;7484652927904352469;083715054672253160018;877664407
BCO08TPOS0000000085;BCO08POS0000045;24-03-2025 11:08:57;1959.94;34.95;7898631071716481417;086820651984415536876;862365929
BCO08TPOS0000000086;BCO08POS0000088;10-12-2025 20:57:07;5026.62;36.11;2422661648997523423;089216347435165498689;821275033
BCO08TPOS0000000087;BCO08POS0000084;02-05-2025 20:04:14;1385.45;23.02;7735256951132639139;089029935384752862197;878384660
BCO08TPOS0000000088;BCO08POS0000045;11-05-2025 17:47:23;667.39;14.89;6316965035158460013;089728617679284547597;865861738
BCO08TPOS0000000089;BCO08POS0000042;14-12-2025 10:03:20;393.31;5.83;9049937875978650192;087488287214121629851;822210546
BCO08TPOS0000000090;BCO08POS0000098;01-08-2025 08:29:46;379.54;6.26;8550387129116536523;080459992340778625647;827281679
BCO08TPOS0000000091;BCO08POS0000061;25-12-2025 18:20:39;32999.19;548.31;3547233403085738078;080933410626958285979;828416727
BCO08TPOS0000000092;BCO08POS0000115;15-03-2025 20:19:15;3558222.02;38518.03;3211934261806742078;082396615515412886667;879143047
BCO08TPOS0000000093;BCO08POS0000112;21-05-2025 21:21:17;491.80;4.29;2269291220625122469;086404469157780536488;856143683
BCO08TPOS0000000094;BCO08POS0000030;30-07-2025 19:34:02;325.45;5.02;8138735264172970348;086445321314888828990;844866093
BCO08TPOS0000000095;BCO08POS0000057;12-04-2025 14:02:07;201.51;1.00;8306467625574675790;081996229836110991262;840271636
BCO08TPOS0000000096;BCO08POS0000114;16-12-2025 15:51:54;1937.02;26.76;5200508957814103046;084490475872553511830;857835708
BCO08TPOS0000000097;BCO08POS0000025;06-10-2025 07:29:40;1438634.80;23344.57;6486036942106638334;080056002483851928900;826193662
BCO08TPOS0000000098;BCO08POS0000022;23-10-2025 20:32:10;4965.52;6.20;5388287258138715442;084363777573176789300;863148275
