NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
28992845368;BCO08TIB0000000001;AG050807;084576456963124677526;12-10-2025 09:35:00;01;EUR;25645.68;407.07;348.88;356128892379162253665;866221502
50887569854;BCO08TIB0000000002;AG050203;087387079545003548942;20-07-2025 11:57:30;03;MZN;17989.83;17989.83;127.40;967594421436145330019;861008933
84700979244;BCO08TIB0000000003;AG071206;080444931481390801799;06-08-2025 14:56:18;02;MZN;170024.98;170024.98;1726.74;639006405813134294307;858930008
35366673511;BCO08TIB0000000004;AG090205;089726439734035760772;01-07-2025 15:18:30;02;MZN;10870.36;10870.36;214.81;301988183261002994572;850905840
11793688205;BCO08TIB0000000005;AG031405;084006879443459777832;14-04-2025 16:17:20;01;MZN;1056370.68;1056370.68;18632.06;606800504937969665611;822848238
23358549148;BCO08TIB0000000006;AG060205;085611996810735119396;03-06-2025 08:07:03;01;MZN;76588.37;76588.37;1327.39;664475725865617580542;861560086
09057211689;BCO08TIB0000000007;AG031606;081824119799075709935;11-03-2025 11:34:28;02;MZN;21932.41;21932.41;324.45;065565193732711348354;858951144
76178690002;BCO08TIB0000000008;AG061001;082755720310761303841;27-08-2025 13:39:26;01;MZN;5042.51;5042.51;74.15;343800740023589118372;879702217
95076362534;BCO08TIB0000000009;AG070704;088654735597642995079;25-06-2025 11:10:56;02;MZN;113923.56;113923.56;2204.62;850026721181539936750;849514028
98136269987;BCO08TIB0000000010;AG031704;086822577574913385585;01-07-2025 13:00:48;03;MZN;143342.24;143342.24;842.91;008705077846274854271;829213038
85205069622;BCO08TIB0000000011;AG021205;088609773807058863249;30-10-2025 09:40:51;03;MZN;13995.15;13995.15;270.75;318884591084768657869;858338449
63142913348;BCO08TIB0000000012;AG071305;085048805097121529823;13-03-2025 16:26:06;03;MZN;10217.91;10217.91;71.84;963270230828111444581;820517635
94558609754;BCO08TIB0000000013;AG070203;088335395148622836575;17-06-2025 08:45:47;01;EUR;6591.41;104.63;62.52;817565595085061174006;820937951
54760717903;BCO08TIB0000000014;AG100606;080964347934278536509;31-01-2025 16:25:19;03;USD;31713.73;503.39;378.91;512306823155810881038;875895027
15811857943;BCO08TIB0000000015;AG032307;083013065749353804765;27-12-2025 12:50:26;02;MZN;55888.46;55888.46;648.58;725609917381091575576;821594945
40466229353;BCO08TIB0000000016;AG071102;081340648461876380543;03-08-2025 13:40:58;03;ZAR;34719.76;551.11;469.18;329576282468114693007;829764469
77811357085;BCO08TIB0000000017;AG070304;085385811381424768926;02-03-2025 15:09:22;03;MZN;201627.91;201627.91;175.96;946016881648688107150;878632771
12787609027;BCO08TIB0000000018;AG081303;089444034616584042810;29-08-2025 16:42:04;03;MZN;152654.93;152654.93;2175.89;116776130362965316510;866502822
97584022297;BCO08TIB0000000019;AG030708;085107786023271496225;20-04-2025 16:16:11;03;USD;36045.48;572.15;17.43;693787903952542664810;868270654
23770043303;BCO08TIB0000000020;AG030407;083792577624334828061;26-11-2025 08:00:48;01;EUR;52007.56;825.52;39.61;364505425042146813793;866868401
74450730091;BCO08TIB0000000021;AG040408;089548897451034433368;09-01-2025 12:11:27;02;MZN;10819.78;10819.78;185.73;434314113204601654305;843929651
08964632649;BCO08TIB0000000022;AG100601;086340336071375521993;21-02-2025 15:18:53;03;MZN;383812.70;383812.70;592.06;467979991026624679605;820670929
06453671806;BCO08TIB0000000023;AG010705;084627016196563006699;03-02-2025 13:42:39;02;MZN;24814.64;24814.64;308.27;124692085276548058873;872424835
49890199913;BCO08TIB0000000024;AG040207;089850855040726911067;02-07-2025 09:11:46;01;MZN;10781.49;10781.49;118.35;414711564176231952459;871622097
86918008165;BCO08TIB0000000025;AG040703;088416908821187236394;05-02-2025 11:32:18;01;MZN;1224930.62;1224930.62;1318.03;979315461095211532283;866200268
75837660377;BCO08TIB0000000026;AG050407;089152366550427709208;18-05-2025 13:51:09;03;MZN;7039754.22;7039754.22;55550.92;494539215467873161739;863479281
21166803591;BCO08TIB0000000027;AG030708;085345122249929452469;11-10-2025 14:26:00;02;MZN;40315.02;40315.02;221.24;013281519482641268507;827978677
81326975161;BCO08TIB0000000028;AG080903;082057457713549436305;21-09-2025 10:06:59;02;MZN;1127119.36;1127119.36;13991.54;838473458007596620384;851939620
