NUIB;Referência do depósito;Tipo de Depósito;Tipo de Contraparte;País da Contraparte;Latitude;Longitude;Tipo de taxas de juros;Taxa de juro de referência;Taxa Anual Efectiva (TAE);Taxa Anual Nominal Bruta (TANB);Taxa Anual Nominal Líquida (TANL);Moeda;Data de Depósito;Data de Maturidade;Data do 1º Pagamento de Juros;Frequência de pagamento de juros
78905206210;BCO08DEP000000001;DP;0;MZ;-18.0943;37.6731;1;2;5.6924;5.9763;4.5539;MZN;29-01-2025;28-07-2025;28-02-2025;4
05203698933;BCO08DEP000000002;DO;1;MZ;-24.6977;37.4767;1;6;0.9380;1.5078;0.7504;MZN;01-06-2025;;01-07-2025;5
62183028545;BCO08DEP000000003;DO;0;MZ;-22.8996;34.6122;1;2;0.6772;1.3537;0.5418;MZN;25-02-2025;;27-03-2025;6
77554342143;BCO08DEP000000004;DP;1;MZ;-25.1446;33.7490;1;4;6.8318;6.8599;5.4655;MZN;09-08-2025;05-02-2026;08-09-2025;6
95604943223;BCO08DEP000000005;DO;0;MZ;-18.8719;30.2547;1;5;0.3006;0.8304;0.2404;MZN;28-08-2025;;27-09-2025;6
35981908987;BCO08DEP000000006;DP;1;MZ;-19.3723;30.9541;2;6;11.7969;12.6857;9.4375;MZN;30-10-2025;29-11-2025;29-11-2025;9
90422670508;BCO08DEP000000007;DO;1;MZ;-12.1291;32.0177;1;5;1.8976;2.0623;1.5181;USD;25-05-2025;;24-06-2025;3
23284078506;BCO08DEP000000008;DP;1;MZ;-14.5590;38.7045;1;6;4.8184;5.8063;3.8547;MZN;23-06-2025;21-09-2025;23-07-2025;4
62586322688;BCO08DEP000000009;DO;1;MZ;-24.7842;30.9832;1;6;0.7709;1.1047;0.6167;MZN;29-09-2025;;29-10-2025;6
67626446457;BCO08DEP000000010;DO;0;MZ;-13.7850;39.5947;1;2;0.9743;1.4402;0.7795;MZN;28-08-2025;;27-09-2025;4
75190582673;BCO08DEP000000011;DO;1;MZ;-23.6032;33.6090;1;7;1.9667;2.7657;1.5734;MZN;20-11-2025;;20-12-2025;3
75072603650;BCO08DEP000000012;DO;0;MZ;-17.5713;38.1942;2;7;1.8488;2.3549;1.4790;MZN;12-07-2025;;11-08-2025;6
73134893931;BCO08DEP000000013;DP;0;MZ;-13.8735;33.4817;2;2;1.6316;1.9418;1.3053;MZN;16-01-2025;16-01-2026;15-02-2025;1
72693328604;BCO08DEP000000014;DO;1;MZ;-11.8712;38.9113;1;5;1.5578;1.8571;1.2462;MZN;26-11-2025;;26-12-2025;6
53152432360;BCO08DEP000000015;PA;0;MZ;-11.4393;30.1070;1;3;11.4576;11.8761;9.1661;MZN;05-12-2025;04-01-2026;04-01-2026;2
73325133405;BCO08DEP000000016;DP;0;MZ;-12.6264;32.7375;2;5;8.3792;8.6261;6.7034;MZN;25-03-2025;24-04-2025;24-04-2025;9
74492042079;BCO08DEP000000017;DP;1;MZ;-22.6276;32.3030;1;6;8.3052;9.0190;6.6442;MZN;13-03-2025;09-09-2025;12-04-2025;3
28458046511;BCO08DEP000000018;DO;0;MZ;-19.6667;32.1903;2;3;0.9188;1.0347;0.7350;MZN;03-05-2025;;02-06-2025;4
54558411346;BCO08DEP000000019;DO;0;MZ;-11.2251;36.6271;1;7;0.3394;0.3637;0.2715;MZN;21-05-2025;;20-06-2025;6
