NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
24992633776;CLI058277440929539157;AG100502;Agência Marracuene;BCO08PED000000001;BCO08CRD000000001;A;17-02-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;OUT;401;NVE;100;226424.72;143179.01;MZN;19-03-2025;22-03-2025;21-04-2025;52;20-06-2029;86;9;1;2;6.6203;9797.40;N;N;S;100501;-24.1169;31.1577;47730;C;
08917991823;CLI930630081602160195;AG090508;Agência Chigubo;BCO08PED000000002;BCO08CRD000000002;A;15-07-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;JUR;200;NVE;107;1157733.06;726983.72;MZN;13-08-2025;14-08-2025;13-09-2025;98;25-09-2030;77;9;1;4;8.8297;3833.10;S;N;N;090501;-18.5862;39.2208;56101;C;
94575174111;CLI072651061738703492;AG031206;Agência Moma;BCO08PED000000003;BCO08CRD000000003;O;26-10-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;BUL;402;NVE;100;1444551.59;1263312.33;MZN;14-11-2025;20-11-2025;20-12-2025;105;10-07-2032;8;1;1;8;6.4774;16993.67;N;S;S;031202;-10.8983;37.7435;86100;C;
49573818549;CLI627224797641535014;AG100101;Agência Cidade da Matola;BCO08PED000000004;BCO08CRD000000004;D;28-02-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;403;NVE;110;2431433.93;2428269.98;USD;26-03-2025;29-03-2025;28-04-2025;36;01-04-2026;9;1;1;7;5.8993;10351.42;S;N;S;100101;-16.2802;33.9347;47210;M;74.27
12663999226;CLI068368681931140579;AG060302;Agência Gondola;BCO08PED000000005;BCO08CRD000000005;O;24-10-2025;A;;E;1;3;N;EMP01;EMP01 Produto de crédito;IRR;400;NVE;203;8415255.66;7281429.43;MZN;18-11-2025;23-11-2025;23-12-2025;10;22-05-2026;75;2;2;8;3.2555;2726.82;N;N;S;060304;-17.3000;39.6591;86100;M;82.72
98267657135;CLI804075946487268288;AG090208;Agência Bilene;BCO08PED000000006;BCO08CRD000000006;P;09-09-2025;A;;N;2;3;N;PES01;PES01 Produto de crédito;IRR;204;VER;107;700080.01;675228.80;ZAR;11-09-2025;20-09-2025;20-10-2025;48;10-12-2026;19;3;2;1;8.5564;8352.69;N;S;N;090205;-23.9967;39.6992;47210;M;35.73
47475719728;CLI391347022376222582;AG030901;Agência Memba;BCO08PED000000007;BCO08CRD000000007;A;17-10-2025;A;;N;3;1;N;COM01;COM01 Produto de crédito;SLA;403;NVE;100;1690148.65;1182732.38;MZN;06-11-2025;06-11-2025;06-12-2025;134;27-08-2031;78;8;1;3;7.9027;1600.48;S;S;S;030902;-14.0793;37.0309;85210;M;51.06
44613130067;CLI360713915965530583;AG041406;Agência Namacurra;BCO08PED000000008;BCO08CRD000000008;O;03-06-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;FIA;402;NVE;100;531038.98;459579.38;USD;16-06-2025;17-06-2025;17-07-2025;163;07-11-2025;58;1;2;4;8.9125;6899.93;S;N;N;041401;-10.9481;39.0898;01130;M;33.15
52019775343;CLI174362436478200704;AG030702;Agência Meconta;BCO08PED000000009;BCO08CRD000000009;P;17-07-2025;A;;N;1;3;N;EMP01;EMP01 Produto de crédito;JUR;404;NVE;100;568687.64;326265.39;MZN;27-07-2025;01-08-2025;31-08-2025;150;31-07-2029;76;5;1;1;7.7059;17894.08;S;N;S;030701;-16.2223;38.6727;56101;P;
08521023807;CLI229658124359848159;AG060801;Agência Mossurize;BCO08PED000000010;BCO08CRD000000010;D;21-09-2025;A;;N;1;3;N;AGR01;AGR01 Produto de crédito;SLA;203;NVE;109;1147836.63;940526.37;MZN;16-10-2025;18-10-2025;17-11-2025;56;26-01-2030;63;5;1;4;9.6775;18759.81;S;S;S;060803;-25.3825;34.7562;85210;P;
