NUIB;Número do cliente;Código da agência bancária;Designação da agência bancária;Referência do pedido;Referência do crédito;Canal de submissão;Data da submissão;Resultado da apreciação do pedido;Motivo da rejeição;Tipo de cliente em relação à operação;Tipo de crédito;Âmbito de crédito;Cliente entidade correlacionada;Código do produto de crédito;Designação do produto de crédito;Tipo de amortização;Modalidade do crédito;Indicador crédito verde;Finalidade do crédito;Montante solicitado;Montante aprovado;Moeda da operação;Data da contratação;Data efectiva do 1º desembolso/ utilização;Data do 1º pagamento de capital;Período de deferimento;Data de maturidade;Número de prestações;Frequência de reembolsos;Tipo de taxas de juros;Taxa de juro de referência;Spread da taxa de juros;Comissão do crédito por assinatura;Cedência da operação;Crédito Segurado;Operação vinculada ao sindicato;Local de utilização;Latitude;Longitude;Actividade económica;Origem de recursos;Percentagem dos recursos consignados
72427319287;CLI366879920742199667;AG031501;Agência Muecate;BCO09PED000000001;BCO09CRD000000001;A;16-10-2025;A;;N;1;3;N;HAB01;HAB01 Produto de crédito;IRR;101;NVE;103;366711.65;308338.05;MZN;14-11-2025;17-11-2025;17-12-2025;30;13-12-2026;108;5;2;8;10.3864;3052.04;S;N;S;031502;-21.3142;33.5976;01130;C;
49299288320;CLI757001709317278783;AG031106;Agência Mogovolas;BCO09PED000000002;BCO09CRD000000002;P;17-07-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;BUL;103;NVE;108;758298.97;505428.80;MZN;24-07-2025;26-07-2025;25-08-2025;72;01-10-2028;107;4;2;2;6.2002;15193.11;N;N;S;031103;-13.8551;36.1278;47110;P;
99266003590;CLI397223925863852115;AG031108;Agência Mogovolas;BCO09PED000000003;BCO09CRD000000003;D;03-06-2025;A;;N;1;3;N;PES01;PES01 Produto de crédito;OUT;103;NVE;111;1777941.20;1542258.91;MZN;12-06-2025;18-06-2025;18-07-2025;62;11-05-2026;97;2;2;2;4.9662;7303.10;N;N;S;031105;-13.8331;30.6364;01110;P;
16702717815;CLI311888812007154472;AG031203;Agência Moma;BCO09PED000000004;BCO09CRD000000004;P;27-02-2025;A;;E;1;3;N;PES01;PES01 Produto de crédito;IRR;203;NVE;201;14264833.34;9722386.44;MZN;21-03-2025;26-03-2025;25-04-2025;85;10-06-2028;6;6;1;5;7.4217;1895.31;N;N;S;031202;-13.9992;32.7433;47730;P;
31617728344;CLI680974867409271174;AG061207;Agência Vanduzi;BCO09PED000000005;BCO09CRD000000005;O;14-03-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;IRR;200;VER;200;2204640.25;1744056.66;MZN;06-04-2025;06-04-2025;06-05-2025;47;08-07-2025;5;5;1;4;4.3919;19260.93;N;S;N;061201;-25.0229;35.7254;55101;P;
63530760805;CLI351515700922080888;AG100104;Agência Cidade da Matola;BCO09PED000000006;BCO09CRD000000006;O;10-09-2025;R;60;N;1;3;N;PME01;PME01 Produto de crédito;JUR;402;NVE;104;590383.38;0.00;MZN;;;;133;;0;1;1;1;7.9684;12565.70;S;S;N;100103;-12.8090;32.5141;56101;M;42.92
76725347151;CLI554939040748748258;AG031107;Agência Mogovolas;BCO09PED000000007;BCO09CRD000000007;P;28-01-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;FIA;401;NVE;111;353928.10;313272.52;MZN;27-02-2025;08-03-2025;07-04-2025;163;20-10-2028;77;2;1;6;6.7372;14626.01;S;N;S;031101;-17.1995;33.9184;49230;C;
42395114288;CLI428568395299355486;AG100207;Agência Boane;BCO09PED000000008;BCO09CRD000000008;D;15-06-2025;A;;N;1;3;N;COM01;COM01 Produto de crédito;SLA;203;NVE;101;1098119.67;775455.09;MZN;22-06-2025;29-06-2025;29-07-2025;116;13-12-2029;9;3;1;6;8.6149;23.49;S;S;S;100201;-23.8144;31.5822;01110;P;
11484272684;CLI466217314606218012;AG021107;Agência Mueda;BCO09PED000000009;BCO09CRD000000009;P;14-05-2025;A;;N;1;3;N;PME01;PME01 Produto de crédito;FIA;401;NVE;205;12535160.42;11608093.53;MZN;22-05-2025;27-05-2025;26-06-2025;144;18-04-2030;114;1;1;6;3.0043;1477.06;S;S;N;021107;-12.9975;37.2462;96020;P;
98710904770;CLI695559389843678782;AG070301;Agência Caia;BCO09PED000000010;BCO09CRD000000010;P;15-09-2025;P;;N;1;3;N;COM01;COM01 Produto de crédito;JUR;401;NVE;105;788553.23;0.00;MZN;;;;50;;0;1;1;8;4.9403;10141.87;S;N;S;070301;-15.4497;37.0986;62010;C;
