NUIB;ID da transacção;ID da Agência bancária;NIB de débito;Data e hora de operação;Tipo de Operação;Moeda;Valor;Valor na moeda original;Comissão;NIB de crédito;Número de telemóvel de crédito
73962941662;BCO09TIB0000000001;AG030402;098758879094617743121;07-05-2025 09:34:38;01;MZN;6814.22;6814.22;117.73;431330781476842396086;878978650
83246156762;BCO09TIB0000000002;AG031102;091590799527911200200;12-01-2025 15:59:00;02;MZN;19762.74;19762.74;183.55;572808070786300919353;824864173
72786480718;BCO09TIB0000000003;AG030705;095765127372197652871;14-04-2025 12:23:00;02;MZN;51078.35;51078.35;735.62;201001398061433172202;869395410
60696027479;BCO09TIB0000000004;AG090501;093301340887414708790;21-08-2025 15:41:06;03;MZN;56395.33;56395.33;183.62;993371560630026577453;822421855
16064158065;BCO09TIB0000000005;AG041205;097282820967276363939;09-11-2025 15:55:12;03;MZN;220683.31;220683.31;92.28;153011769293757388646;843763865
40880450108;BCO09TIB0000000006;AG021007;094153407646655407800;01-05-2025 12:08:07;01;MZN;24678.57;24678.57;360.26;576222998641053585287;844910394
85539300740;BCO09TIB0000000007;AG100104;098245513294346059262;25-06-2025 13:04:45;01;MZN;6344.55;6344.55;45.09;717981074579139011825;878181139
68583577317;BCO09TIB0000000008;AG010107;092552077164781129860;19-01-2025 15:20:18;01;MZN;290443.90;290443.90;340.22;834469269681996710958;866551659
12540739040;BCO09TIB0000000009;AG090701;092893694922428658824;10-10-2025 11:04:41;01;MZN;711972.11;711972.11;158.73;127718298129828188302;860659772
64412665461;BCO09TIB0000000010;AG051408;092757072821827078324;26-08-2025 09:53:24;01;MZN;71204.46;71204.46;454.54;620547423643521400188;860106074
37212398119;BCO09TIB0000000011;AG030302;093473249324347758955;02-06-2025 12:39:21;02;MZN;399053.37;399053.37;1074.83;891437864593649009304;867210584
95156599468;BCO09TIB0000000012;AG020602;099860644287167307716;10-11-2025 15:05:11;01;MZN;44550.13;44550.13;7.45;180802109992000401898;829626833
15468625717;BCO09TIB0000000013;AG050901;097678616447703221115;17-08-2025 16:57:52;01;MZN;16075.42;16075.42;18.31;997360004959674310917;878138771
73348392626;BCO09TIB0000000014;AG070501;097407908961450821316;21-05-2025 09:41:33;01;ZAR;350646.22;5565.81;757.77;674131346654948224464;853206723
43262732646;BCO09TIB0000000015;AG090102;091822917811047688946;06-03-2025 09:30:15;01;MZN;102449.49;102449.49;90.24;517874674240845257316;874499733
08731744572;BCO09TIB0000000016;AG100109;090088456280688955405;05-03-2025 15:31:35;01;MZN;16198.40;16198.40;149.63;729177071326557089839;852110315
58756818321;BCO09TIB0000000017;AG050403;093061055169670250739;11-08-2025 15:36:31;02;MZN;35107.01;35107.01;540.71;131991895579759162621;829668879
95594131620;BCO09TIB0000000018;AG031101;093297914946574657323;07-05-2025 09:05:49;01;MZN;104041.87;104041.87;1371.93;836314647651916239367;859538520
44075942130;BCO09TIB0000000019;AG070702;090840473719696252584;25-02-2025 10:57:39;03;MZN;173319.44;173319.44;214.87;482613458740630607714;853474718
92881004569;BCO09TIB0000000020;AG030406;094484275710217219416;10-04-2025 08:38:18;02;MZN;6937.06;6937.06;19.10;249357001700888231814;849925920
49704042802;BCO09TIB0000000021;AG031308;090610569881746764568;09-06-2025 15:21:45;03;MZN;48905.67;48905.67;164.38;260860502173820477375;852160703
01828609298;BCO09TIB0000000022;AG040803;094881648442670672197;13-07-2025 12:31:20;03;MZN;1364350.92;1364350.92;15197.45;269942701800694809004;868648715
08156399341;BCO09TIB0000000023;AG061206;098888059526238011322;16-02-2025 10:09:28;01;MZN;24228.24;24228.24;40.63;221840353410263617039;863183311
41364787818;BCO09TIB0000000024;AG041609;094685328825526285360;24-09-2025 14:59:25;03;MZN;19171.54;19171.54;88.04;542885889672605996148;858494737
57681576703;BCO09TIB0000000025;AG100306;093518375365730127733;03-07-2025 14:17:42;02;MZN;5700.55;5700.55;109.67;522951706199517019743;845296751
69316079388;BCO09TIB0000000026;AG030106;097293571239618860191;04-02-2025 08:36:13;01;EUR;71201.30;1130.18;1340.85;333725927160019926572;878924525
75351575083;BCO09TIB0000000027;AG100104;095683639756164322317;16-12-2025 11:14:20;01;MZN;29901.11;29901.11;409.12;353224013893883934037;851015616
85090152650;BCO09TIB0000000028;AG040602;095863295075361125197;05-07-2025 10:27:39;02;MZN;9611.40;9611.40;162.26;685919595997929063950;840089734
81535453251;BCO09TIB0000000029;AG060504;093168821562705335847;09-08-2025 16:57:58;01;MZN;8302.73;8302.73;144.88;521670801746178243522;858307710
28229883206;BCO09TIB0000000030;AG030609;096703513890665488788;03-07-2025 08:07:58;01;MZN;45528.03;45528.03;787.25;076642492149135346077;847883816
87627785871;BCO09TIB0000000031;AG071007;091701682110177476518;21-10-2025 11:39:09;02;MZN;28065.16;28065.16;244.64;063000475503109237025;840182231
26292071885;BCO09TIB0000000032;AG040105;090369447262169202378;10-05-2025 14:54:06;02;MZN;3597.74;3597.74;21.30;366612172998653275499;876553250
55691883636;BCO09TIB0000000033;AG041404;091724892246859611107;08-01-2025 15:02:43;02;MZN;775034.61;775034.61;10650.55;742045871396256891634;857469604
68551024776;BCO09TIB0000000034;AG020709;098899550878742288745;12-04-2025 08:06:54;02;MZN;46290.11;46290.11;370.32;967454148388424187036;823595152
80087216707;BCO09TIB0000000035;AG080305;098249660937087497488;04-02-2025 13:16:19;02;MZN;155890.32;155890.32;1739.20;315752179012476581414;820959697
58017996096;BCO09TIB0000000036;AG100307;092356292953318095948;24-12-2025 14:18:31;01;MZN;42600.92;42600.92;507.15;356515085484611654599;851495150
29939099011;BCO09TIB0000000037;AG032008;092923653547941235143;14-07-2025 16:29:32;02;MZN;23003.07;23003.07;441.44;531068229157379833797;844938790
63408542987;BCO09TIB0000000038;AG021308;092621299315886271196;20-01-2025 10:34:35;02;MZN;9817.52;9817.52;153.61;022626716617778805324;852204018
11645280950;BCO09TIB0000000039;AG071005;096738743387789167234;15-08-2025 10:30:19;03;MZN;19461.01;19461.01;52.80;772504278496145210224;853050614
78719250409;BCO09TIB0000000040;AG031807;095777284605126730088;23-11-2025 10:25:58;02;MZN;541106.99;541106.99;3105.48;227520351496304198923;852546054
74622934771;BCO09TIB0000000041;AG100406;092282387093415486221;08-03-2025 14:54:48;01;MZN;320289.05;320289.05;5518.43;026733056598608950123;850604060
29377789051;BCO09TIB0000000042;AG030508;094133112103116012478;20-03-2025 15:40:44;02;MZN;56119.20;56119.20;911.81;139931081386324733284;853188364
10836074797;BCO09TIB0000000043;AG031408;092580391043113586838;03-07-2025 14:30:46;03;MZN;116651.87;116651.87;1750.22;744541571235314393508;867701569
49859401219;BCO09TIB0000000044;AG041104;095002955216185415327;16-09-2025 11:58:32;03;MZN;151672.86;151672.86;928.01;286099514782055113186;845661396
98422255682;BCO09TIB0000000045;AG031407;091005924146083284375;31-12-2025 16:40:59;03;MZN;36999.66;36999.66;543.58;820424398818075311081;842327226
69359297226;BCO09TIB0000000046;AG010604;090730611122706059749;06-02-2025 11:27:25;01;MZN;69168.66;69168.66;365.12;473731632602790428609;844490451
26629807186;BCO09TIB0000000047;AG100508;097026197596170467466;09-10-2025 08:46:49;03;MZN;1327432.49;1327432.49;13307.32;429642366176078837784;858661966
97096388385;BCO09TIB0000000048;AG041405;093943130733465899984;18-06-2025 12:05:12;02;MZN;21106.66;21106.66;173.86;729991871892552231818;846396427
33570588221;BCO09TIB0000000049;AG010804;095768229518978018079;02-07-2025 09:19:22;02;MZN;378321.45;378321.45;6703.22;736550262339314758580;857127665
06608997443;BCO09TIB0000000050;AG041909;099185197958759795659;25-08-2025 13:46:27;02;MZN;17081.46;17081.46;147.45;335110584495761531881;854257943
69995387933;BCO09TIB0000000051;AG100702;097052477844991415919;11-01-2025 15:09:24;02;MZN;593505.97;593505.97;6327.32;891579529678225393150;872967472
69461036913;BCO09TIB0000000052;AG070509;097375235670136275675;02-06-2025 08:47:56;03;MZN;759953.50;759953.50;6574.13;045561440914080635243;850366670
98195185380;BCO09TIB0000000053;AG050306;096290117509115907448;28-01-2025 14:39:27;03;MZN;51090.61;51090.61;455.13;934841473781671874251;844281222
50281789492;BCO09TIB0000000054;AG041703;098001367863889118936;02-02-2025 13:23:23;03;MZN;7658.30;7658.30;113.38;304024026176880422858;823622936
16450373389;BCO09TIB0000000055;AG080807;092146151566335030295;10-02-2025 16:36:56;02;MZN;10141.30;10141.30;35.19;596540701876040461259;850192253
52061252900;BCO09TIB0000000056;AG031407;090071051517101567834;27-02-2025 10:48:50;03;MZN;20457.90;20457.90;269.58;558523498666593221852;842863763
41347254547;BCO09TIB0000000057;AG090206;091451352082495435516;17-06-2025 08:06:39;02;MZN;8516.28;8516.28;13.06;067107683291400608067;853310203
68062747258;BCO09TIB0000000058;AG030105;096894396007395424782;03-02-2025 08:08:38;03;MZN;153496.41;153496.41;503.58;051078124985388578788;877215938
44797206319;BCO09TIB0000000059;AG031406;099437387863183463113;06-01-2025 13:58:00;02;MZN;88178.53;88178.53;204.68;630456346935170043057;848813967
12248075403;BCO09TIB0000000060;AG100603;092770312770854615571;02-07-2025 09:14:20;01;MZN;439627.31;439627.31;5302.30;945834500577242133993;857704068
86280083696;BCO09TIB0000000061;AG021507;099571297711622649439;21-04-2025 13:03:27;01;MZN;22028.20;22028.20;90.20;506091161950886540124;860169124
27706425896;BCO09TIB0000000062;AG020704;099806633237441161528;07-06-2025 12:21:00;03;MZN;6855.50;6855.50;120.83;235613643995602275424;873345586
58865130731;BCO09TIB0000000063;AG040806;092353752872143870965;05-06-2025 14:07:14;02;MZN;17034.13;17034.13;21.03;044567016453638057449;860308011
71442176516;BCO09TIB0000000064;AG041107;096867444670767450492;12-07-2025 08:14:59;02;MZN;477799.54;477799.54;7403.06;968272582663607328606;842812133
26820527642;BCO09TIB0000000065;AG070207;095422076321121833785;21-11-2025 12:23:17;02;MZN;519007.63;519007.63;1335.43;373629099782869900447;875123308
00345352185;BCO09TIB0000000066;AG071008;091538901872767665007;01-01-2025 14:03:59;03;MZN;6434.60;6434.60;44.86;965617049612246694519;825596699
89235785097;BCO09TIB0000000067;AG031502;096281450268577114812;04-10-2025 09:50:01;01;MZN;22016.62;22016.62;33.97;690703881695589476229;847754212
02647762568;BCO09TIB0000000068;AG070805;098837186869674653995;16-08-2025 10:34:47;02;MZN;157674.64;157674.64;1313.70;610955919334790600874;850136853
26643245579;BCO09TIB0000000069;AG020907;097919212375151398512;24-09-2025 09:28:42;01;MZN;64204.07;64204.07;100.21;716576642697982238498;867977336
44964739001;BCO09TIB0000000070;AG030906;093563493147555396395;15-09-2025 12:38:21;01;MZN;55153.09;55153.09;627.44;330694873874771469241;865177681
19909690090;BCO09TIB0000000071;AG010105;090807045935488782389;01-05-2025 09:13:53;02;MZN;10664.09;10664.09;200.64;445888306399145161759;843507850
01412003890;BCO09TIB0000000072;AG031803;093176517916426011933;22-08-2025 16:57:08;03;MZN;84705.34;84705.34;1630.81;993090529436907758434;840452507
78812553477;BCO09TIB0000000073;AG030306;091196175516181760072;02-09-2025 13:35:55;03;MZN;107422.87;107422.87;1507.01;426174429059653964718;863351108
