ID da transacção;ID do Ponto;Data e hora de operação;Valor (MT);Comissão (MT);PAN;NIB de débito;Número de telefone de débito
BCO09TPOS0000000001;BCO09POS0000065;20-03-2025 14:34:13;11656.83;39.05;2728634458027437746;099820379046271826972;862386751
BCO09TPOS0000000002;BCO09POS0000092;06-02-2025 07:31:05;1349.67;13.64;1609184795277484137;091916775027061515954;847457975
BCO09TPOS0000000003;BCO09POS0000041;28-10-2025 21:55:26;4421.54;91.05;9825786488794849325;098609855735674829252;844279543
BCO09TPOS0000000004;BCO09POS0000003;30-03-2025 05:16:54;10799.47;154.56;3317363670000939097;096034487226688758595;861317537
BCO09TPOS0000000005;BCO09POS0000096;09-08-2025 14:46:42;195.40;2.80;3578148238851407737;090796953119447964296;877711261
BCO09TPOS0000000006;BCO09POS0000063;17-03-2025 12:16:02;2269.51;21.80;2571467958246578742;097794347304085526590;822474263
BCO09TPOS0000000007;BCO09POS0000029;02-04-2025 11:52:03;2802.17;38.83;4716688055081946471;091726586594114976971;876511077
BCO09TPOS0000000008;BCO09POS0000089;31-03-2025 17:37:52;421.37;2.79;1988807136038609914;092335526272325001529;826487787
BCO09TPOS0000000009;BCO09POS0000066;14-11-2025 19:46:50;722.05;6.07;7390114001807929945;094954299692497488773;867069592
BCO09TPOS0000000010;BCO09POS0000096;28-05-2025 18:25:46;421.66;4.73;5267968338996124389;097648866036288483138;822882204
BCO09TPOS0000000011;BCO09POS0000096;11-02-2025 13:28:36;2744.50;53.67;6958125676942095400;097152443786097959476;871015626
BCO09TPOS0000000012;BCO09POS0000058;22-04-2025 14:01:39;437.47;10.93;2069962581790183345;095654022162911139212;860337055
BCO09TPOS0000000013;BCO09POS0000013;11-01-2025 14:39:54;2790.34;16.81;9102281205367902943;092940568161968986184;868840896
BCO09TPOS0000000014;BCO09POS0000043;28-03-2025 17:45:49;2783.63;13.14;2102929773530721622;092039725346579524151;850937116
BCO09TPOS0000000015;BCO09POS0000066;11-05-2025 10:47:18;222.44;4.92;3337640835708825909;093632175776445315438;825744399
BCO09TPOS0000000016;BCO09POS0000091;07-02-2025 09:09:09;1547.69;2.38;7647987547521689261;093791560468574154598;840063314
BCO09TPOS0000000017;BCO09POS0000040;05-03-2025 21:00:08;1847.67;31.55;0582123755435035818;090677092138644411350;827900256
BCO09TPOS0000000018;BCO09POS0000026;10-08-2025 16:03:12;2778.99;10.06;4117970880225078794;098491110551913311791;857022384
BCO09TPOS0000000019;BCO09POS0000063;23-06-2025 21:54:49;2343.35;20.67;8210601480365699006;094849443109147538062;849040169
BCO09TPOS0000000020;BCO09POS0000004;03-11-2025 13:29:53;3261.55;56.55;0749219684037145792;094046248047214833047;825274218
BCO09TPOS0000000021;BCO09POS0000041;05-05-2025 12:33:07;5194.78;35.84;4269946184692133000;095721579566989179930;821140240
BCO09TPOS0000000022;BCO09POS0000047;10-04-2025 07:46:17;1421.69;12.31;5761674255373489994;096965364141733897300;870920084
BCO09TPOS0000000023;BCO09POS0000052;15-07-2025 13:46:13;311.69;5.65;9643038864459354541;095675581006119729859;851161181
BCO09TPOS0000000024;BCO09POS0000066;15-08-2025 10:06:56;479.40;5.77;5343495598224792586;098129797691142708263;821259136
BCO09TPOS0000000025;BCO09POS0000072;19-02-2025 10:01:31;811.42;7.86;6836894221088359751;095639241412383213740;852181348
BCO09TPOS0000000026;BCO09POS0000042;07-03-2025 18:13:44;169.56;1.19;4474244797572971603;095175250375737496579;846097542
BCO09TPOS0000000027;BCO09POS0000054;16-10-2025 08:44:27;268.14;6.57;1025945839968814628;096281450268577114812;845492336
BCO09TPOS0000000028;BCO09POS0000004;05-06-2025 22:22:15;2159.52;21.72;2730463517842410540;096324147907823766032;851194870
BCO09TPOS0000000029;BCO09POS0000002;28-04-2025 12:31:16;368.85;3.32;8341768945882134153;096942803137555345449;854373341
